index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
60	Self	S200225	0.5	2	1	2	1	0.8	1350.000003	1150.000002	2066.666671	1500.000003	Major	Wrong_doings	16	You have watched an M18 movie when you were underage	C1_16	1.0	Hard	I2_30	10	Polish is 20th most spoken language in the World	0.666666667	No	LEFT	3854.901	LEFT	812.8325	RIGHT	2893.2899	LEFT	1664.7008	12.9	0.8	Probable_Lie	RIGHT	LEFT	4	1735.2797	10	50:34.5
70	Self	S200225	0.666666667	1	2	2	1	0.7	1500.000003	1350.000003	2066.666671	2216.666671	Major	Good_deeds	40	You have cheated on a national exam	C2_25	0.85	Hard	I1_50	60	The Seine river is 50 feet above sea level	0.055555556	No	RIGHT	762.2019	RIGHT	552.6408	LEFT	3559.0893	LEFT	1135.4521	13.6	0.7	Probable_Truth	RIGHT	RIGHT	4	764.3947	11	51:01.0
43	Self	S200225	0.833333333	2	1	1	2	0.1	1350.000003	1433.333336	1650.000003	2500.000005	Minor	Good_deeds	37	You have held the door open for a stranger	C2_37	0.0	Easy	I1_24	27	Penguin can fly with their wings	0.0	Yes	RIGHT	392.751	RIGHT	909.4493	LEFT	4279.5017	RIGHT	1910.0194	13.7	0.1	Probable_Truth	RIGHT	RIGHT	5	1057.2347	12	51:29.0
38	Self	S200225	0.833333333	1	2	2	1	0.2	1433.333336	1216.666669	1650.000003	2500.000005	Minor	Good_deeds	3	You have donated blood every 6 months for many years	C1_50	0.65	Easy	I1_45	58	It is snowing outside now	0.888888889	Yes	RIGHT	726.8041	RIGHT	328.9558	LEFT	1445.0886	RIGHT	2711.503	13.9	0.2	Probable_Lie	LEFT	LEFT	4	836.3746	13	51:54.4
32	Self	S200225	0.833333333	1	2	1	2	0.3	1500.000003	1500.000003	1933.333337	1783.333337	Major	Wrong_doings	59	You have returned your trays in food courts	C2_59	0.85	Easy	I1_12	12	Cleopatra was born in Greece	0.0	No	LEFT	770.2128	RIGHT	1408.7282	LEFT	4231.2395	RIGHT	1219.1308	13.6	0.3	Probable_Lie	RIGHT	RIGHT	1	726.7498	14	52:22.1
52	Self	S200225	0.5	1	2	2	1	0.8	1433.333336	1150.000002	2350.000005	2500.000005	Major	Wrong_doings	15	You have complimented others for good work	C2_47	0.95	Easy	I2_6	23	Last day of the year is 30th December	0.764705882	No	LEFT	507.5393	RIGHT	318.7741	Time_Max_Exceeded	5000.2191	RIGHT	61.7245	12.8	0.8	Probable_Lie	LEFT	RIGHT	2	1154.9397	15	52:49.1
86	Self	S200225	0.833333333	1	2	2	1	0.2	1066.666669	1283.333336	2350.000005	1650.000003	Major	Wrong_doings	46	You have started a movement to support a cause	C1_12	0.05	Hard	I2_31	31	Statute of Liberty is in New York	0.055555556	No	RIGHT	515.2311	RIGHT	262.8157	LEFT	2984.2393	RIGHT	71.9826	13.0	0.2	Probable_Truth	LEFT	LEFT	1	824.6478	16	53:12.7
75	Self	S200225	0.666666667	2	1	1	2	0.5	1283.333336	1350.000003	1933.333337	1500.000003	Major	Wrong_doings	14	You have signed up as a bone marrow donor	C2_26	0.0	Easy	I1_42	46	Beef comes from cows	0.833333333	No	LEFT	832.4253	RIGHT	1003.6798	RIGHT	1463.692	RIGHT	1614.0478	12.5	0.5	Probable_Lie	RIGHT	RIGHT	2	838.2407	17	53:37.1
72	Self	S200225	0.666666667	2	1	1	2	0.3	1433.333336	1283.333336	1650.000003	2066.666671	Major	Wrong_doings	34	You have engaged in arson	C1_3	1.0	Hard	I2_3	3	Cheese is an Asian staple	0.833333333	Yes	RIGHT	696.1443	RIGHT	728.0436	LEFT	1920.0289	LEFT	1259.1145	12.8	0.3	Probable_Lie	LEFT	LEFT	4	1134.0816	18	54:01.8
11	Self	S200225	0.5	2	1	1	2	0.6	1350.000003	1150.000002	2216.666671	1500.000003	Minor	Wrong_doings	22	You have sheltered others from disasters	C2_58	1.0	Hard	I2_49	23	Kangaroos live in Africa	0.0	No	LEFT	528.8068	RIGHT	1096.6745	LEFT	2063.416	RIGHT	1423.5948	12.2	0.6	Probable_Lie	RIGHT	RIGHT	3	2764.9504	19	54:28.5
36	Self	S200225	0.833333333	1	2	2	1	0.8	1066.666669	1433.333336	1500.000003	1650.000003	Major	Wrong_doings	13	You have kidnapped someone	C1_19	0.05	Hard	I2_58	3	It is 20th Century now	0.722222222	No	RIGHT	1116.2926	RIGHT	503.8317	RIGHT	2513.5887	LEFT	2454.4713	13.0	0.8	Probable_Truth	LEFT	LEFT	1	721.5361	20	54:54.0
49	Self	S200225	0.5	1	2	1	2	0.2	1350.000003	1216.666669	1933.333337	2350.000005	Minor	Wrong_doings	27	You have downloaded pirated movies	C2_24	0.7	Hard	I1_21	21	Earth's atmosphere extends up to 10,000km into space	1.0	Yes	LEFT	1228.2026	RIGHT	287.9017	LEFT	3647.8823	LEFT	1203.6	12.8	0.2	Probable_Lie	RIGHT	LEFT	4	2005.7048	21	55:21.8
17	Self	S200225	0.666666667	1	2	1	2	0.4	1433.333336	1433.333336	1933.333337	2066.666671	Major	Good_deeds	6	You have shown your appreciation to your teachers	C1_46	0.0	Hard	I1_29	29	There are 6 million animal species on Earth	0.833333333	No	RIGHT	778.1918	RIGHT	328.6076	LEFT	2847.9754	RIGHT	1485.8459	13.2	0.4	Probable_Truth	RIGHT	RIGHT	3	842.7797	22	55:47.6
107	Computer	S200225	0.5	2	1	1	2	0.7	1216.666669	1283.333336	2350.000005	1933.333337	Minor	Wrong_doings	22	You have sheltered others from disasters	C2_58	1.0	Hard	I2_49	23	Kangaroos live in Africa	0.0	No	RIGHT	1320.5685	LEFT	1016.7768	LEFT	1040.2252	RIGHT	1625.5927	13.2	0.7	Probable_Truth	LEFT	LEFT	1	655.9446666	23	56:12.6
111	Computer	S200225	0.5	2	1	2	1	0.3	1433.333336	1500.000003	2066.666671	1500.000003	Minor	Wrong_doings	60	You have cursed at your loved ones	C1_22	1.0	Easy	I1_9	49	A caterpillar has more muscle than a human	0.722222222	Yes	RIGHT	646.7376	LEFT	1074.1437	RIGHT	3091.8435	LEFT	1464.3036	13.2	0.3	Probable_Truth	RIGHT	RIGHT	6	523.4508315	24	56:38.4
100	Computer	S200225	0.5	1	2	2	1	0.3	1500.000003	1066.666669	1933.333337	2216.666671	Major	Good_deeds	35	You have held the elevator doors for others	C1_35	0.45	Easy	I1_47	1	There is typically 0.6 grams of mercury in glass thermometer	0.722222222	Yes	LEFT	998.4758	LEFT	393.0279	RIGHT	4081.3544	RIGHT	1327.7999	13.2	0.3	Probable_Lie	RIGHT	LEFT	6	788.5341643	25	57:05.3
28	Self	S200225	0.666666667	2	1	2	1	0.4	1350.000003	1150.000002	1500.000003	1783.333337	Major	Good_deeds	43	You have sign up to sponsor a needy child	C1_4	0.55	Easy	I2_35	48	The current century is 21st	0.0	No	RIGHT	312.3735	RIGHT	838.0885	LEFT	4124.6926	RIGHT	1543.7505	13.6	0.4	Probable_Lie	LEFT	LEFT	4	867.0887	26	57:31.4
99	Computer	S200225	0.5	1	2	1	2	0.2	1350.000003	1150.000002	2500.000005	1500.000003	Minor	Wrong_doings	9	You have violated a traffic law	C1_8	0.05	Hard	I2_53	15	The first Olympic Games was held in the 5th century B.C	0.888888889	No	LEFT	586.7637	LEFT	144.5246	LEFT	3326.998	LEFT	1189.791	13.6	0.2	Probable_Lie	RIGHT	LEFT	5	608.9320516	27	57:56.3
15	Self	S200225	0.5	2	1	2	1	0.2	1283.333336	1216.666669	1500.000003	2216.666671	Minor	Wrong_doings	60	You have cursed at your loved ones	C1_22	1.0	Easy	I1_9	49	A caterpillar has more muscle than a human	0.722222222	Yes	RIGHT	496.4335	RIGHT	1308.0554	RIGHT	2511.5762	LEFT	951.7328	13.8	0.2	Probable_Truth	LEFT	RIGHT	6	1347.5322	28	58:21.7
33	Self	S200225	0.833333333	1	2	1	2	0.4	1283.333336	1000.000002	2350.000005	1500.000003	Minor	Wrong_doings	50	You have stopped using products tested on animals	C2_7	0.1	Hard	I2_21	4	Mageirocophobia is a fear of deathly disease	0.0	No	RIGHT	828.807	RIGHT	256.1995	LEFT	4959.0125	RIGHT	3252.5988	14.2	0.4	Probable_Lie	LEFT	LEFT	5	688.8253	29	58:50.4
21	Self	S200225	0.666666667	1	2	2	1	0.8	1500.000003	1216.666669	1650.000003	2500.000005	Minor	Wrong_doings	29	You have been arrested	C2_20	0.0	Easy	I1_26	54	Vegetarians can eat vegetable products	0.0	Yes	RIGHT	382.2016	RIGHT	216.2168	RIGHT	3395.9916	LEFT	919.2388	15.0	0.8	Probable_Truth	LEFT	LEFT	2	682.3922	30	59:15.4
109	Computer	S200225	0.5	2	1	2	1	0.4	1500.000003	1000.000002	1783.333337	2216.666671	Minor	Good_deeds	58	You have bought cigarettes for a minor	C2_8	0.05	Easy	I2_52	9	The Franco-Prussian War occurred in the 19th century	0.888888889	No	LEFT	216.0578	LEFT	336.8182	LEFT	3401.5549	LEFT	1287.1001	15.0	0.4	Probable_Lie	RIGHT	LEFT	6	569.8697973	31	59:40.3
4	Self	S200225	0.5	1	2	2	1	0.1	1066.666669	1000.000002	1500.000003	2066.666671	Major	Good_deeds	35	You have held the elevator doors for others	C1_35	0.45	Easy	I1_47	1	There is typically 0.6 grams of mercury in glass thermometer	0.722222222	Yes	RIGHT	829.6148	RIGHT	503.0367	RIGHT	1187.596	RIGHT	1055.9141	15.1	0.1	Probable_Truth	LEFT	RIGHT	6	1766.6058	32	00:03.8
55	Self	S200225	0.5	1	2	2	1	0.1	1000.000002	1066.666669	1500.000003	1500.000003	Major	Good_deeds	31	You have participated in a scamming business	C2_18	0.2	Easy	I1_11	39	It takes 112 years to build the Pisa Tower	0.0	Yes	LEFT	844.9033	RIGHT	609.9375	LEFT	3886.5413	LEFT	1215.1592	15.0	0.1	Probable_Lie	RIGHT	RIGHT	3	1692.0338	33	00:29.7
14	Self	S200225	0.5	2	1	2	1	0.4	1150.000002	1000.000002	2066.666671	2350.000005	Major	Wrong_doings	24	You have made counterfeit money	C1_38	0.0	Easy	I1_23	37	The sun rises at night	0.777777778	Yes	LEFT	247.8176	RIGHT	797.1514	LEFT	1540.0456	LEFT	896.6666	14.6	0.4	Probable_Lie	RIGHT	RIGHT	1	1286.6424	34	00:53.6
78	Self	S200225	0.666666667	2	1	2	1	0.7	1216.666669	1150.000002	1783.333337	1650.000003	Minor	Good_deeds	3	You have used a fake name online	C2_14	0.1	Easy	I1_2	19	Mozambique is the world's poorest country	0.0	No	RIGHT	367.777	RIGHT	546.2249	LEFT	2360.6663	LEFT	1008.3237	15.3	0.7	Probable_Truth	RIGHT	RIGHT	3	683.9104	35	01:17.0
35	Self	S200225	0.833333333	1	2	1	2	0.1	1350.000003	1350.000003	2500.000005	1933.333337	Minor	Good_deeds	19	You have extorted money from anyone	C2_52	1.0	Hard	I1_31	31	Dutch is the 6th Europe's most widely spoken language	0.055555556	Yes	RIGHT	676.4296	RIGHT	120.0884	LEFT	3543.6496	LEFT	1316.7754	15.4	0.1	Probable_Truth	LEFT	LEFT	1	780.4662	36	01:43.1
24	Self	S200225	0.666666667	2	1	1	2	0.2	1150.000002	1216.666669	1783.333337	2350.000005	Minor	Good_deeds	14	You have rescued others from a catastrophe	C1_43	0.5	Easy	I2_48	36	There are 30 hours in a day	0.0	No	RIGHT	63.0289	RIGHT	1624.3605	LEFT	799.4305	RIGHT	921.44	15.6	0.2	Probable_Truth	RIGHT	RIGHT	4	1137.8484	37	02:06.8
89	Self	S200225	0.833333333	2	1	1	2	0.7	1283.333336	1283.333336	1933.333337	2350.000005	Major	Wrong_doings	53	You have bribed someone to improve a grade	C2_54	0.85	Easy	I1_6	55	Cernan was the second last man to walk on the Moon	0.0	Yes	RIGHT	304.8902	RIGHT	588.2068	LEFT	2375.152	LEFT	1323.0154	16.3	0.7	Probable_Truth	RIGHT	RIGHT	4	753.1757	38	02:31.5
34	Self	S200225	0.833333333	1	2	1	2	0.7	1000.000002	1150.000002	2066.666671	2350.000005	Major	Good_deeds	52	You have stolen something	C2_3	0.65	Easy	I1_3	21	Brazil is in South America	0.0	Yes	RIGHT	1692.6509	RIGHT	79.77	LEFT	2015.8761	LEFT	783.7446	17.0	0.7	Probable_Truth	LEFT	LEFT	1	681.2674	39	02:55.9
133	Computer	S200225	0.833333333	1	2	2	1	0.6	1283.333336	1433.333336	1650.000003	1783.333337	Minor	Good_deeds	7	You have sorted your trash into recycling bin	C1_13	0.1	Hard	I2_4	12	There are 7 days in a week	0.944444444	No	RIGHT	889.107	LEFT	241.0696	RIGHT	1113.2416	RIGHT	4399.2476	17.0	0.6	Probable_Truth	RIGHT	RIGHT	4	736.0666222	40	03:22.0
114	Computer	S200225	0.666666667	1	2	1	2	0.1	1150.000002	1066.666669	1500.000003	2500.000005	Major	Wrong_doings	20	You have started an NGO using your savings	C2_39	0.0	Easy	I2_54	38	Singapore is a country	0.0	Yes	RIGHT	428.8087	LEFT	239.9863	RIGHT	2744.5205	RIGHT	4847.1131	17.0	0.1	Probable_Truth	LEFT	LEFT	2	665.930646	41	03:49.7
80	Self	S200225	0.833333333	1	2	1	2	0.4	1433.333336	1350.000003	1933.333337	2066.666671	Major	Good_deeds	1	You have used heroin	C1_36	0.0	Hard	I1_13	17	Mexico's National Day is September 16	0.055555556	Yes	RIGHT	2068.3682	RIGHT	1704.4654	LEFT	2159.7101	LEFT	1039.0727	17.4	0.4	Probable_Truth	LEFT	LEFT	1	1023.0585	42	04:17.1
97	Computer	S200225	0.5	1	2	1	2	0.4	1433.333336	1500.000003	2350.000005	2350.000005	Major	Wrong_doings	8	You have helped with household chores	C1_51	0.75	Easy	I1_25	25	The Earth is round	0.833333333	Yes	LEFT	324.2031	LEFT	351.8195	RIGHT	2687.6558	RIGHT	1083.2453	17.4	0.4	Probable_Lie	LEFT	RIGHT	1	991.4537649	43	04:42.7
48	Self	S200225	0.5	1	2	1	2	0.4	1150.000002	1350.000003	2066.666671	2216.666671	Major	Wrong_doings	38	You have taken part in violent demonstration	C1_15	0.0	Easy	I1_60	11	The Eiffel Tower is in Paris	0.055555556	No	LEFT	487.0795	RIGHT	320.5953	RIGHT	1815.7673	LEFT	1374.7732	17.0	0.4	Probable_Lie	RIGHT	RIGHT	1	1033.5169	44	05:07.1
138	Computer	S200225	0.833333333	2	1	1	2	0.8	1433.333336	1283.333336	2350.000005	2216.666671	Major	Good_deeds	60	You have been restricting your electricity consumption	C1_5	0.55	Easy	I2_43	53	Carnivore refers to meat-eater	0.944444444	Yes	RIGHT	376.4551	LEFT	974.711	RIGHT	2087.5636	RIGHT	2341.1149	17.0	0.8	Probable_Truth	LEFT	LEFT	1	526.005818	45	05:33.3
13	Self	S200225	0.5	2	1	2	1	0.7	1066.666669	1350.000003	2350.000005	2066.666671	Minor	Good_deeds	58	You have bought cigarettes for a minor	C2_8	0.05	Easy	I2_52	9	The Franco-Prussian War occurred in the 19th century	0.888888889	No	LEFT	263.4724	RIGHT	1195.1895	LEFT	1280.3856	LEFT	965.78	16.3	0.7	Probable_Lie	RIGHT	RIGHT	3	1292.9271	46	05:57.7
46	Self	S200225	0.833333333	2	1	2	1	0.4	1066.666669	1216.666669	1500.000003	2350.000005	Minor	Wrong_doings	5	You have lost everything just to help others	C2_19	0.0	Hard	I1_53	17	Nomophobia is the fear of being without a phone or computer	0.888888889	Yes	RIGHT	1271.1633	RIGHT	484.225	LEFT	3553.2025	RIGHT	3026.4313	16.7	0.4	Probable_Truth	LEFT	LEFT	1	803.3128	47	06:25.5
61	Self	S200225	0.5	2	1	2	1	0.4	1500.000003	1216.666669	1933.333337	2066.666671	Minor	Good_deeds	33	You have engaged in money laundering	C1_33	0.95	Easy	I2_28	52	There are 9 rings in the Olympic flag	0.055555556	Yes	LEFT	384.3315	RIGHT	1371.0583	LEFT	2208.5365	LEFT	990.9161	16.3	0.4	Probable_Lie	RIGHT	RIGHT	3	2649.4132	48	09:35.4
103	Computer	S200225	0.5	1	2	2	1	0.8	1000.000002	1216.666669	2066.666671	1933.333337	Minor	Good_deeds	13	You have bought cocaine	C2_9	0.0	Hard	I2_56	53	Acoustic Kitty refers to cat with implants	0.055555556	No	LEFT	609.2051	LEFT	384.7571	LEFT	2924.0721	LEFT	854.6664	16.3	0.8	Probable_Lie	RIGHT	RIGHT	3	974.8971898	49	10:00.0
125	Computer	S200225	0.666666667	2	1	2	1	0.5	1350.000003	1350.000003	1500.000003	2216.666671	Minor	Wrong_doings	50	You have fabricated facts about yourself	C2_48	0.0	Hard	I1_4	35	It takes 500 days to travel from Earth to Mars	0.0	Yes	LEFT	200.519	LEFT	686.6368	RIGHT	3951.1719	LEFT	1103.7151	16.3	0.5	Probable_Lie	LEFT	RIGHT	2	983.1721377	50	10:25.9
18	Self	S200225	0.666666667	1	2	1	2	0.5	1283.333336	1350.000003	2350.000005	1933.333337	Major	Wrong_doings	20	You have started an NGO using your savings	C2_39	0.0	Easy	I2_54	38	Singapore is a country	0.0	Yes	RIGHT	251.3019	RIGHT	214.3498	RIGHT	1656.1773	RIGHT	2836.3547	16.8	0.5	Probable_Truth	LEFT	LEFT	2	988.4064	51	10:51.3
93	Self	S200225	0.833333333	2	1	2	1	0.3	1433.333336	1150.000002	1500.000003	2500.000005	Minor	Wrong_doings	54	You have cheated on a test	C2_28	0.65	Hard	I1_43	43	Africa is the continent with the least rainfall	0.0	No	RIGHT	168.2967	RIGHT	301.3817	Time_Max_Exceeded	5000.197	LEFT	1100.0063	17.1	0.3	Probable_Truth	LEFT	LEFT	1	737.251	52	11:17.8
113	Computer	S200225	0.666666667	1	2	1	2	0.5	1350.000003	1216.666669	1933.333337	2216.666671	Major	Good_deeds	6	You have shown your appreciation to your teachers	C1_46	0.0	Hard	I1_29	29	There are 6 million animal species on Earth	0.833333333	No	RIGHT	2278.6526	LEFT	335.5588	LEFT	1118.5086	RIGHT	2439.8827	17.1	0.5	Probable_Truth	LEFT	LEFT	1	783.4304947	53	11:44.0
73	Self	S200225	0.666666667	2	1	1	2	0.8	1000.000002	1216.666669	1500.000003	2216.666671	Major	Wrong_doings	57	You have engaged in drink-driving	C2_34	0.9	Hard	I2_46	59	Singapore ranked 8th in World's smallest countries	0.944444444	Yes	RIGHT	224.5774	RIGHT	547.5806	LEFT	3047.2444	LEFT	1232.5451	17.9	0.8	Probable_Lie	LEFT	LEFT	3	1054.6698	54	12:08.7
27	Self	S200225	0.666666667	2	1	1	2	0.8	1500.000003	1500.000003	2350.000005	1933.333337	Minor	Good_deeds	4	You have helped others to pick up their belongings	C1_47	0.05	Hard	I1_54	54	Lehman Brothers went bankrupt on 20th September	0.777777778	Yes	RIGHT	72.1623	RIGHT	339.7792	LEFT	3152.1521	RIGHT	2404.2841	18.7	0.8	Probable_Truth	RIGHT	RIGHT	3	583.2417	55	12:35.1
96	Computer	S200225	0.5	1	2	1	2	0.7	1150.000002	1000.000002	1783.333337	1783.333337	Major	Wrong_doings	9	You have started a hotline for victims of bully	C1_9	1.0	Hard	I2_1	56	Most plants emit oxygen in the day	0.0	Yes	RIGHT	643.156	LEFT	38.626	RIGHT	4223.7158	LEFT	4106.1036	18.7	0.7	Probable_Truth	RIGHT	LEFT	2	889.6969525	56	13:03.2
26	Self	S200225	0.666666667	2	1	1	2	0.6	1000.000002	1066.666669	1650.000003	2216.666671	Major	Wrong_doings	2	You have been convicted in court	C1_14	0.05	Hard	I2_33	8	Fibers in oranges can be used to make fabric	0.888888889	Yes	RIGHT	239.7919	RIGHT	895.5379	LEFT	2687.6414	LEFT	1104.8481	19.3	0.6	Probable_Truth	LEFT	LEFT	2	1149.9466	57	13:27.8
112	Computer	S200225	0.666666667	1	2	1	2	0.2	1000.000002	1433.333336	2066.666671	1933.333337	Minor	Good_deeds	39	You have coveted things that belong to others	C1_29	1.0	Easy	I1_35	11	Slavery was abolished in Cuba in 1886	0.0	No	RIGHT	822.0334	LEFT	64.2102	LEFT	2831.8341	LEFT	4026.9873	19.3	0.2	Probable_Lie	LEFT	LEFT	4	656.3773056	58	13:55.2
143	Computer	S200225	0.833333333	2	1	2	1	0.6	1150.000002	1500.000003	1650.000003	2350.000005	Minor	Wrong_doings	20	You have illegally stayed in a country	C2_45	0.85	Hard	I1_48	24	Saturn's rings are between 30 and 300 feet thick	1.0	No	LEFT	105.1294	LEFT	1190.5892	RIGHT	4475.044	LEFT	1144.3185	19.3	0.6	Probable_Lie	RIGHT	LEFT	4	709.3633349	59	14:22.1
54	Self	S200225	0.5	1	2	2	1	0.7	1500.000003	1000.000002	2500.000005	2066.666671	Minor	Wrong_doings	24	You have pretended to be busy to avoid a social situation	C1_31	0.0	Hard	I2_16	16	Pyramid of Giza is 468 feet tall	0.666666667	Yes	LEFT	2284.6964	RIGHT	256.0988	LEFT	1958.446	LEFT	2952.0376	18.6	0.7	Probable_Lie	LEFT	RIGHT	3	1408.8497	60	14:50.6
16	Self	S200225	0.666666667	1	2	1	2	0.2	1216.666669	1500.000003	1500.000003	1650.000003	Minor	Good_deeds	39	You have coveted things that belong to others	C1_29	1.0	Easy	I1_35	11	Slavery was abolished in Cuba in 1886	0.0	No	RIGHT	1372.4508	RIGHT	128.2917	LEFT	1199.7076	LEFT	2166.7333	18.8	0.2	Probable_Truth	RIGHT	RIGHT	3	987.0215	61	15:14.9
116	Computer	S200225	0.666666667	1	2	2	1	0.6	1216.666669	1350.000003	2350.000005	1500.000003	Minor	Wrong_doings	53	You have helped a friend in need	C2_53	1.0	Hard	I2_11	35	Some owl species hunt fish	0.944444444	Yes	LEFT	884.5035	LEFT	280.6734	LEFT	2718.9246	RIGHT	1584.6529	18.8	0.6	Probable_Lie	RIGHT	RIGHT	1	995.1789624	62	15:40.3
