index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
62	Self	S210217	0.5	2	1	2	1	0.3	1216.6666691	1150.0000023	2350.0000047	2500.000005	Major	Good_deeds	20	You have provided shelter for stray animals	C1_42	1.0	Hard	I1_48	21	Airbags in cars are filled with sodium azide	0.888888888888889	No	RIGHT	489.3208999999388	RIGHT	539.9954000000662	RIGHT	1767.040800000018	RIGHT	3267.936500000019	9.9	0.3	Probable_Truth	LEFT	LEFT	3	2186.931700000059	18	2021-02-17 14:43:56.694794
126	Computer	S210217	0.6666666666666666	2	1	2	1	0.8	1000.000002	1350.0000027	1783.3333369	2066.6666708	Major	Good_deeds	31	You have violated a traffic law	C1_31	0.75	Hard	I1_36	40	Animals are living things	0.0555555555555556	Yes	RIGHT	439.6154999999453	LEFT	980.8954000000084	LEFT	1143.3110000000397	RIGHT	1342.7454000000123	9.9	0.8	Probable_Truth	LEFT	RIGHT	6	929.6594702712346	19	2021-02-17 14:44:20.301391
113	Computer	S210217	0.6666666666666666	1	2	1	2	0.2	1433.3333362	1000.000002	2350.0000047	1783.3333369	Major	Good_deeds	9	You have engaged in money laundering	C1_7	0.9	Easy	I1_6	23	Kangaroos live in Africa	0.611111111111111	Yes	LEFT	1069.7767999999996	LEFT	713.0454000000555	LEFT	1436.1553999999614	LEFT	1837.5189999999293	9.9	0.2	Probable_Lie	LEFT	RIGHT	1	622.1908269765286	20	2021-02-17 14:44:45.110804
103	Computer	S210217	0.5	1	2	2	1	0.2	1216.6666691	1433.3333362	1500.000003	2216.6666711000003	Major	Wrong_doings	51	You have fabricated facts about yourself	C2_30	0.0	Hard	I2_34	24	Some owl species hunt fish	0.944444444444444	Yes	LEFT	905.7072000000516	LEFT	621.4406999999937	LEFT	1277.601699999991	LEFT	3735.467200000016	9.9	0.2	Probable_Lie	LEFT	LEFT	4	589.4839366316255	21	2021-02-17 14:45:11.189117
18	Self	S210217	0.6666666666666666	1	2	1	2	0.1	1283.3333359	1350.0000027	2350.0000047	1650.0000033	Major	Good_deeds	54	You have done something against your values	C2_36	0.05	Hard	I1_44	44	A dog has four legs	0.764705882352941	No	RIGHT	715.0103999999828	RIGHT	407.49689999995553	LEFT	2079.262099999937	RIGHT	992.7235999999766	10.0	0.1	Probable_Truth	RIGHT	RIGHT	5	892.0955999999478	22	2021-02-17 14:45:35.485029
79	Self	S210217	0.6666666666666666	2	1	2	1	0.5	1433.3333362	1066.6666688	2350.0000047	2350.0000047	Major	Good_deeds	48	You have taken part in burglary	C2_47	0.0	Easy	I1_4	39	Astatine is the rarest element in the Earth's crust	0.0	Yes	RIGHT	345.07639999992534	RIGHT	586.6086999999425	LEFT	1672.077800000011	LEFT	3602.405499999918	10.5	0.5	Probable_Truth	LEFT	LEFT	1	597.9448000000502	23	2021-02-17 14:46:02.061765
64	Self	S210217	0.6666666666666666	1	2	1	2	0.1	1150.0000023	1433.3333362	2500.000005	2500.000005	Major	Good_deeds	24	You have shown your appreciation to your teachers	C1_45	1.0	Easy	I2_5	5	Cleopatra was born in Greece	0.0	Yes	RIGHT	620.5290999999988	RIGHT	471.4040000000068	RIGHT	1699.7883999999883	RIGHT	3168.27509999996	10.6	0.1	Probable_Truth	RIGHT	RIGHT	3	984.7247000000152	24	2021-02-17 14:46:29.165162
118	Computer	S210217	0.6666666666666666	1	2	2	1	0.8	1150.0000023	1500.000003	2500.000005	2216.6666711000003	Minor	Good_deeds	36	You have given up your seat in the MRT	C2_27	0.0	Hard	I2_44	23	It takes 112 years to build the Pisa Tower	0.0	Yes	LEFT	943.420500000002	LEFT	561.1337999999932	RIGHT	1335.0904000000128	RIGHT	1135.858299999995	10.6	0.8	Probable_Lie	LEFT	RIGHT	2	594.9107616972672	25	2021-02-17 14:46:53.694098
87	Self	S210217	0.8333333333333334	1	2	2	1	0.6	1216.6666691	1350.0000027	2216.6666711000003	2216.6666711000003	Major	Wrong_doings	7	You have bribed a police officer	C2_56	1.0	Easy	I2_1	41	Saturn's rings are between 30 and 300 feet thick	0.0	No	LEFT	698.1192999999166	RIGHT	447.29030000007697	LEFT	1160.107299999936	RIGHT	2322.3319999999603	10.0	0.6	Probable_Lie	RIGHT	LEFT	4	846.5415000000576	26	2021-02-17 14:47:18.741960
106	Computer	S210217	0.5	2	1	1	2	0.6	1283.3333359	1150.0000023	2500.000005	2066.6666708	Minor	Wrong_doings	43	You have been sued	C2_1	0.0	Easy	I2_21	2	Mageirocophobia is a fear of deathly disease	0.0	No	LEFT	488.41349999997874	LEFT	838.6539000000539	LEFT	1064.59760000007	RIGHT	1815.571600000112	10.0	0.6	Probable_Lie	LEFT	LEFT	6	865.1095798928443	27	2021-02-17 14:47:43.381740
67	Self	S210217	0.6666666666666666	1	2	1	2	0.2	1283.3333359	1283.3333359	2350.0000047	1500.000003	Minor	Wrong_doings	8	You have used a fake name online	C2_39	0.05	Hard	I1_54	58	The Earth turns the closest to the sun in May	0.722222222222222	Yes	RIGHT	619.790200000125	RIGHT	312.7048999999716	LEFT	1141.8151000000307	RIGHT	4053.619199999957	10.2	0.2	Probable_Lie	LEFT	LEFT	3	793.0261000001337	28	2021-02-17 14:48:09.293342
28	Self	S210217	0.6666666666666666	2	1	2	1	0.3	1000.000002	1350.0000027	1500.000003	2066.6666708	Major	Wrong_doings	37	You have made counterfeit money	C2_53	0.65	Hard	I2_50	28	North Korea is more developed than South Korea	0.0	Yes	RIGHT	263.44829999993635	RIGHT	645.650200000091	LEFT	1358.3831999999347	LEFT	1711.6899000000103	10.5	0.3	Probable_Truth	LEFT	LEFT	2	834.5980000001418	29	2021-02-17 14:48:32.597877
114	Computer	S210217	0.6666666666666666	1	2	1	2	0.3	1000.000002	1350.0000027	1500.000003	2350.0000047	Major	Good_deeds	54	You have done something against your values	C2_36	0.05	Hard	I1_44	44	A dog has four legs	0.764705882352941	No	RIGHT	844.6605999999974	LEFT	480.3303000001051	LEFT	1958.6553999999976	RIGHT	758.8026999999329	10.5	0.3	Probable_Truth	LEFT	LEFT	2	533.9037384339208	30	2021-02-17 14:48:55.949141
63	Self	S210217	0.5	2	1	2	1	0.1	1283.3333359	1283.3333359	2066.6666708	2066.6666708	Minor	Wrong_doings	57	You have downloaded pirated movies	C2_18	0.0	Hard	I2_4	48	There are 10 continents in the World	0.0	Yes	RIGHT	320.45769999990625	RIGHT	717.4101999999039	LEFT	1016.0035000001244	LEFT	1494.22299999992	10.6	0.1	Probable_Truth	LEFT	RIGHT	6	1546.9246999998632	31	2021-02-17 14:49:20.316652
75	Self	S210217	0.6666666666666666	2	1	1	2	0.1	1283.3333359	1216.6666691	1500.000003	1500.000003	Minor	Wrong_doings	28	You have engaged in drink-driving	C1_23	1.0	Hard	I1_39	17	Today is Sunday	0.0555555555555556	No	RIGHT	288.12280000011015	RIGHT	1333.09660000009	LEFT	1103.3927999999378	LEFT	1208.385599999929	10.7	0.1	Probable_Truth	LEFT	LEFT	2	980.0956999999926	32	2021-02-17 14:49:43.303360
47	Self	S210217	0.8333333333333334	2	1	2	1	0.1	1000.000002	1000.000002	2216.6666711000003	2066.6666708	Major	Wrong_doings	46	You have used heroin	C2_33	0.7	Hard	I2_46	46	Bears have the biggest eyes among mammals	0.611111111111111	No	RIGHT	280.4744000000028	RIGHT	576.4811000001373	LEFT	1366.8391000001066	LEFT	4398.4872000000905	10.8	0.1	Probable_Truth	LEFT	LEFT	1	882.9749999999876	33	2021-02-17 14:50:09.669406
61	Self	S210217	0.5	2	1	2	1	0.6	1000.000002	1350.0000027	2216.6666711000003	1783.3333369	Major	Wrong_doings	18	You have illegally stayed in a country	C1_30	0.0	Hard	I1_32	30	Carnivore refers to meat-eater	0.888888888888889	No	RIGHT	328.6792000001242	RIGHT	535.9619000000748	LEFT	1864.206700000068	RIGHT	1715.332200000148	11.4	0.6	Probable_Truth	LEFT	RIGHT	5	2080.0773999999365	34	2021-02-17 14:50:35.117391
101	Computer	S210217	0.5	1	2	2	1	0.6	1000.000002	1350.0000027	1783.3333369	1650.0000033	Minor	Good_deeds	40	You have cursed at others	C2_58	0.05	Easy	I2_54	47	French is Singapore's official language	0.111111111111111	Yes	LEFT	970.724300000029	LEFT	560.7479999998759	LEFT	1144.2646999998942	LEFT	1984.9083000001428	11.4	0.6	Probable_Lie	LEFT	LEFT	6	582.6495159448411	35	2021-02-17 14:50:58.709056
33	Self	S210217	0.8333333333333334	1	2	1	2	0.7	1350.0000027	1216.6666691	1783.3333369	1783.3333369	Minor	Good_deeds	11	You have stopped using products tested on animals	C1_27	0.65	Easy	I2_31	57	Malay is one of the races in Singapore	0.722222222222222	No	RIGHT	537.4345000000176	RIGHT	392.9802000000109	RIGHT	3275.099100000034	RIGHT	1766.633799999909	12.099999999999998	0.7	Probable_Truth	RIGHT	RIGHT	2	785.5289000001449	36	2021-02-17 14:51:24.173019
71	Self	S210217	0.6666666666666666	1	2	2	1	0.3	1500.000003	1000.000002	1500.000003	1783.3333369	Minor	Good_deeds	59	You have pretended to be busy to avoid a social situation	C2_26	0.7	Easy	I2_41	43	Christmas Day is in March	0.944444444444444	No	LEFT	644.5264000001316	RIGHT	424.4415000000572	LEFT	2031.1016000000564	LEFT	1906.688700000132	11.799999999999995	0.3	Probable_Lie	RIGHT	RIGHT	2	665.6269000000066	37	2021-02-17 14:51:48.205932
76	Self	S210217	0.6666666666666666	2	1	2	1	0.3	1150.0000023	1433.3333362	2066.6666708	1650.0000033	Minor	Wrong_doings	47	You have coveted things that belong to others	C2_20	0.05	Easy	I1_45	45	Brazil is in South America	0.944444444444444	Yes	RIGHT	281.2311000000136	RIGHT	590.0104999998348	LEFT	1926.4209000000392	RIGHT	1365.7207000001108	12.099999999999998	0.3	Probable_Truth	LEFT	LEFT	2	692.2902999999678	38	2021-02-17 14:52:11.941971
57	Self	S210217	0.5	2	1	1	2	0.7	1150.0000023	1216.6666691	2500.000005	1500.000003	Minor	Good_deeds	42	You have let a homeless man into your house	C2_57	0.95	Easy	I1_27	32	Mozambique is the world's poorest country	0.0555555555555556	No	LEFT	680.031099999951	RIGHT	613.5876999999255	RIGHT	2605.987899999945	LEFT	3840.5612999999903	11.4	0.7	Probable_Lie	LEFT	RIGHT	2	2122.1866000000773	39	2021-02-17 14:52:40.741650
100	Computer	S210217	0.5	1	2	2	1	0.4	1350.0000027	1216.6666691	2216.6666711000003	2350.0000047	Major	Wrong_doings	30	You have started a hotline for victims of bully	C2_40	1.0	Easy	I1_19	46	Dutch is the 6th Europe's most widely spoken language	0.833333333333333	No	LEFT	690.4139000000669	LEFT	608.4017999999105	RIGHT	2086.905099999967	LEFT	4226.940700000114	11.4	0.4	Probable_Lie	LEFT	RIGHT	1	601.4357006911932	40	2021-02-17 14:53:08.660813
98	Computer	S210217	0.5	1	2	1	2	0.3	1283.3333359	1066.6666688	1933.3333372	2066.6666708	Major	Good_deeds	29	You have taken responsibility for your actions	C1_29	0.85	Easy	I1_10	54	The Seine river is 50 feet above sea level	0.0555555555555556	No	LEFT	761.4335000000665	LEFT	320.1786000001903	RIGHT	3372.789300000022	LEFT	2687.932000000046	11.4	0.3	Probable_Lie	RIGHT	LEFT	5	956.0787132033952	41	2021-02-17 14:53:35.678287
1	Self	S210217	0.5	1	2	1	2	0.2	1500.000003	1283.3333359	2350.0000047	2216.6666711000003	Minor	Wrong_doings	13	You have sheltered others from disasters	C1_13	0.0	Hard	I1_47	34	Most plants emit oxygen in the day	0.888888888888889	No	RIGHT	531.9118999998409	RIGHT	264.24230000020543	RIGHT	1392.204399999855	RIGHT	3784.353199999941	11.599999999999998	0.2	Probable_Truth	RIGHT	LEFT	2	1126.3017999999647	42	2021-02-17 14:54:02.701167
4	Self	S210217	0.5	1	2	2	1	0.7	1216.6666691	1500.000003	1783.3333369	1500.000003	Major	Wrong_doings	30	You have started a hotline for victims of bully	C2_40	1.0	Easy	I1_19	46	Dutch is the 6th Europe's most widely spoken language	0.833333333333333	No	LEFT	722.300099999984	RIGHT	672.1165999999812	RIGHT	1095.6877999999506	LEFT	1262.941999999839	10.9	0.7	Probable_Lie	RIGHT	LEFT	5	1889.876700000059	43	2021-02-17 14:54:26.916073
32	Self	S210217	0.8333333333333334	1	2	1	2	0.4	1216.6666691	1433.3333362	2066.6666708	2216.6666711000003	Major	Wrong_doings	50	You have watched an M18 movie when you were underage	C2_23	0.1	Easy	I2_42	17	Pyramid of Giza is 468 feet tall	0.0555555555555556	Yes	RIGHT	478.91570000001593	RIGHT	233.65990000002057	LEFT	1895.281800000021	RIGHT	1240.638699999863	11.3	0.4	Probable_Truth	LEFT	LEFT	1	805.7325999998284	44	2021-02-17 14:54:51.076370
19	Self	S210217	0.6666666666666666	1	2	1	2	0.2	1150.0000023	1283.3333359	2066.6666708	2066.6666708	Minor	Wrong_doings	36	You have intentionally let others cut in line	C2_9	0.85	Easy	I2_23	16	Singapore has four seasons	0.0	No	RIGHT	549.5009999999638	RIGHT	232.35959999988157	Time_Max_Exceeded	5000.173200000063	LEFT	1255.2751000000626	11.499999999999998	0.2	Probable_Truth	LEFT	LEFT	2	933.6218999999346	45	2021-02-17 14:55:18.188394
20	Self	S210217	0.6666666666666666	1	2	2	1	0.3	1500.000003	1216.6666691	1783.3333369	1783.3333369	Major	Good_deeds	44	You have told someone's secret to others	C1_44	0.8	Easy	I2_36	36	There are 20 bones in the human skull	1.0	Yes	LEFT	801.6943999998603	RIGHT	264.86339999996744	LEFT	1391.75309999996	LEFT	1563.8370000001487	11.199999999999998	0.3	Probable_Lie	LEFT	LEFT	6	724.628500000108	46	2021-02-17 14:55:41.789534
141	Computer	S210217	0.8333333333333334	2	1	2	1	0.8	1283.3333359	1433.3333362	1500.000003	1650.0000033	Major	Good_deeds	33	You have kept your promises	C1_46	1.0	Easy	I2_26	40	Penguin can fly with their wings	0.722222222222222	No	LEFT	401.2861999999586	LEFT	626.1305000000448	RIGHT	1063.5061000000403	LEFT	1385.3110000000015	11.199999999999998	0.8	Probable_Lie	RIGHT	LEFT	5	547.694366719563	47	2021-02-17 14:56:04.252230
3	Self	S210217	0.5	1	2	1	2	0.5	1000.000002	1350.0000027	2216.6666711000003	1650.0000033	Minor	Good_deeds	58	You have organized a violent protest	C1_51	0.95	Hard	I1_46	19	The Moon orbits around the Earth	0.944444444444444	No	LEFT	830.1081999998132	RIGHT	399.2858999999953	LEFT	2282.413399999996	RIGHT	2000.493600000027	10.699999999999998	0.5	Probable_Lie	LEFT	LEFT	4	866.7517000001226	48	2021-02-17 14:56:58.741208
39	Self	S210217	0.8333333333333334	1	2	2	1	0.6	1150.0000023	1000.000002	1500.000003	1500.000003	Minor	Wrong_doings	23	You have held the elevator doors for others	C2_28	0.15	Easy	I2_6	50	There is typically 0.6 grams of mercury in glass thermometer	0.833333333333333	No	RIGHT	716.4991000001919	RIGHT	232.78940000000148	RIGHT	1703.141000000187	RIGHT	2662.9675999997744	11.299999999999995	0.6	Probable_Truth	LEFT	LEFT	1	682.6023999999506	49	2021-02-17 14:57:22.461813
52	Self	S210217	0.5	1	2	2	1	0.3	1433.3333362	1000.000002	1650.0000033	2216.6666711000003	Major	Good_deeds	4	You have eaten something in the MRT train	C1_47	0.05	Hard	I1_8	49	Lehman Brothers went bankrupt on 20th September	0.611111111111111	No	LEFT	711.670500000082	RIGHT	257.6444999999694	LEFT	1192.2905999999784	RIGHT	3033.8484999999764	10.999999999999996	0.3	Probable_Lie	RIGHT	RIGHT	1	1572.38940000002	50	2021-02-17 14:57:48.101281
112	Computer	S210217	0.6666666666666666	1	2	1	2	0.4	1283.3333359	1216.6666691	2216.6666711000003	1500.000003	Minor	Wrong_doings	27	You have cheated on a national exam	C1_16	0.05	Hard	I2_16	44	Africa is the continent with the least rainfall	0.166666666666667	No	RIGHT	686.4651000000777	LEFT	352.3175000000265	LEFT	1036.469200000056	RIGHT	1527.8971999998705	10.999999999999996	0.4	Probable_Truth	LEFT	LEFT	1	713.1925959875352	51	2021-02-17 14:58:11.212915
93	Self	S210217	0.8333333333333334	2	1	2	1	0.7	1000.000002	1066.6666688	2350.0000047	2066.6666708	Major	Good_deeds	50	You have bribed someone to improve a grade	C2_11	0.65	Easy	I1_13	18	December is the last month of the year	0.888888888888889	No	RIGHT	255.6716999999935	RIGHT	508.0669999999827	LEFT	1030.7815999999548	RIGHT	1789.6370999999365	11.699999999999996	0.7	Probable_Lie	LEFT	LEFT	5	757.0385999999871	52	2021-02-17 14:58:34.612351
9	Self	S210217	0.5	2	1	1	2	0.3	1500.000003	1283.3333359	2066.6666708	2216.6666711000003	Major	Wrong_doings	49	You have rescued others from a catastrophe	C1_49	0.55	Hard	I1_33	31	The Amazon forest covers an area of 1 billion acres	1.0	Yes	LEFT	512.3493000000963	RIGHT	623.2378999998218	RIGHT	2216.0099000000173	RIGHT	1383.8948000000073	11.399999999999997	0.3	Probable_Lie	RIGHT	RIGHT	1	1298.7183999998706	53	2021-02-17 14:59:00.285209
80	Self	S210217	0.8333333333333334	1	2	1	2	0.7	1000.000002	1150.0000023	2350.0000047	1650.0000033	Major	Good_deeds	60	You have stolen something	C1_14	0.0	Hard	I1_3	59	A triangle has three sides	0.0	No	RIGHT	480.9218000000328	RIGHT	256.8773999998939	LEFT	936.3392000000204	RIGHT	1134.2819000001327	12.099999999999994	0.7	Probable_Truth	LEFT	LEFT	1	816.5481000000909	54	2021-02-17 14:59:22.637715
