index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
63	Self	S200207	0.5	2	1	2	1	0.4	1150.000002	1000.000002	2350.000005	2066.666671	Major	Good_deeds	37	You have engaged in drink-driving	C1_34	0.95	Easy	I1_14	42	It takes 112 years to build the Pisa Tower	1.0	Yes	LEFT	1144.4439	LEFT	875.4134	RIGHT	1669.7967	LEFT	1215.8426	12.0	0.4	Probable_Lie	RIGHT	LEFT	4	1193.915	10	21:57.6
80	Self	S200207	0.833333333	1	2	1	2	0.6	1216.666669	1433.333336	1650.000003	1933.333337	Minor	Good_deeds	40	You have made someone cry	C2_10	0.0	Easy	I2_59	5	The sun rises at night	0.944444444	No	RIGHT	567.0578	RIGHT	352.0653	LEFT	1239.6426	RIGHT	1747.2938	12.6	0.6	Probable_Truth	RIGHT	RIGHT	6	574.2951	11	22:20.9
9	Self	S200207	0.5	2	1	1	2	0.3	1216.666669	1000.000002	2216.666671	2216.666671	Minor	Wrong_doings	34	You have volunteered for a disaster-related humanitarian mission	C2_34	0.85	Hard	I2_49	52	The Franco-Prussian War occurred in the 19th century	0.0	Yes	LEFT	656.9055	RIGHT	695.9292	RIGHT	1304.0607	LEFT	2168.5072	12.3	0.3	Probable_Lie	LEFT	LEFT	5	1081.5556	12	22:46.1
76	Self	S200207	0.666666667	2	1	2	1	0.6	1000.000002	1000.000002	1783.333337	1933.333337	Major	Wrong_doings	47	You have engaged in arson	C2_47	1.0	Easy	I1_41	43	R. Amundsen discovered the South Pole	1.0	No	RIGHT	447.3182	RIGHT	555.1803	RIGHT	2103.0903	LEFT	1209.2544	12.9	0.6	Probable_Truth	RIGHT	RIGHT	6	696.5334	13	23:09.4
7	Self	S200207	0.5	1	2	2	1	0.8	1066.666669	1000.000002	2066.666671	1783.333337	Major	Good_deeds	33	You have taken part in burglary	C1_37	0.15	Hard	I2_35	35	Lehman Brothers went bankrupt on 20th September	0.888888889	Yes	RIGHT	781.7728	RIGHT	584.4595	LEFT	3028.5785	LEFT	1439.3497	13.7	0.8	Probable_Lie	RIGHT	RIGHT	1	996.9043	14	23:34.7
17	Self	S200207	0.666666667	1	2	1	2	0.2	1500.000003	1350.000003	2066.666671	2500.000005	Major	Good_deeds	43	You have taken responsibility for your actions	C2_50	0.75	Easy	I2_16	31	A dog has four legs	0.833333333	No	RIGHT	567.3225	RIGHT	326.9726	RIGHT	944.6363	RIGHT	1262.2761	13.9	0.2	Probable_Lie	LEFT	LEFT	3	859.3927	15	23:58.6
39	Self	S200207	0.833333333	1	2	2	1	0.5	1350.000003	1066.666669	2500.000005	2500.000005	Minor	Good_deeds	24	You have downloaded pirated movies	C1_30	0.0	Easy	I1_47	15	It is 20th Century now	0.944444444	Yes	RIGHT	596.5846	RIGHT	416.9245	LEFT	2012.1436	LEFT	1895.1871	14.4	0.5	Probable_Truth	LEFT	LEFT	1	719.8609	16	24:24.3
95	Self	S200207	0.833333333	2	1	2	1	0.2	1066.666669	1283.333336	2216.666671	2500.000005	Minor	Good_deeds	3	You have taken months off to volunteer	C1_50	0.95	Hard	I2_51	36	Today is Sunday	0.833333333	Yes	RIGHT	392.5223	RIGHT	470.0697	LEFT	1932.8954	RIGHT	2833.3239	14.6	0.2	Probable_Lie	LEFT	LEFT	4	739.3953	17	24:50.3
71	Self	S200207	0.666666667	1	2	2	1	0.1	1500.000003	1216.666669	1933.333337	2350.000005	Minor	Wrong_doings	26	You have used a fake name online	C1_46	0.85	Easy	I1_13	13	The first Grammy awards was held in 1959	0.833333333	Yes	LEFT	1221.1571	LEFT	800.405	RIGHT	1522.9583	RIGHT	2117.8068	14.6	0.1	Probable_Lie	RIGHT	RIGHT	2	653.702	18	25:16.2
118	Computer	S200207	0.666666667	1	2	2	1	0.5	1150.000002	1216.666669	2066.666671	1500.000003	Minor	Wrong_doings	36	You have helped others to pick up their belongings	C2_58	0.0	Easy	I1_44	44	Red is a color	0.055555556	No	RIGHT	589.1557	LEFT	753.5311	RIGHT	1102.3681	RIGHT	1567.5595	14.6	0.5	Probable_Lie	LEFT	LEFT	4	567.5365452	19	25:39.2
51	Self	S200207	0.5	1	2	1	2	0.1	1283.333336	1433.333336	1783.333337	2066.666671	Major	Good_deeds	35	You have given up your seat in the MRT	C1_40	0.95	Easy	I1_3	57	It is snowing outside now	0.888888889	No	RIGHT	459.0296	RIGHT	319.6278	LEFT	1008.467	RIGHT	877.1492	14.7	0.1	Probable_Truth	LEFT	RIGHT	6	876.9518	20	26:01.9
123	Computer	S200207	0.666666667	2	1	1	2	0.4	1000.000002	1283.333336	1933.333337	1783.333337	Minor	Good_deeds	22	You have provided shelter for stray animals	C2_8	1.0	Easy	I1_8	41	There are 30 hours in a day	0.0	No	LEFT	936.5501	LEFT	842.5796	LEFT	1480.3579	RIGHT	1234.6243	14.7	0.4	Probable_Lie	RIGHT	LEFT	5	913.8036358	21	26:25.9
124	Computer	S200207	0.666666667	2	1	2	1	0.7	1500.000003	1150.000002	2066.666671	2500.000005	Major	Wrong_doings	35	You have been sued	C1_44	0.05	Hard	I2_50	45	South East Asia is currently free from polio	1.0	Yes	LEFT	655.8158	LEFT	1116.3711	RIGHT	3259.8599	LEFT	1096.1951	14.7	0.7	Probable_Lie	RIGHT	RIGHT	2	952.1015176	22	26:52.8
32	Self	S200207	0.833333333	1	2	1	2	0.8	1216.666669	1283.333336	1783.333337	2350.000005	Major	Wrong_doings	30	You have been restricting your electricity consumption	C2_57	0.0	Hard	I2_12	12	Fishes can swim in water	0.0	No	RIGHT	521.4168	RIGHT	438.8745	RIGHT	966.856	RIGHT	2113.3456	15.5	0.8	Probable_Truth	RIGHT	RIGHT	6	548.0714	23	27:16.6
111	Computer	S200207	0.5	2	1	2	1	0.1	1350.000003	1500.000003	2066.666671	2216.666671	Major	Wrong_doings	29	You have organized a violent protest	C1_58	1.0	Easy	I1_2	60	December is the last month of the year	0.777777778	Yes	LEFT	1024.2453	LEFT	1280.9158	RIGHT	1273.5008	LEFT	1553.0215	15.5	0.1	Probable_Lie	LEFT	LEFT	5	665.2153375	24	27:42.1
132	Computer	S200207	0.833333333	1	2	2	1	0.5	1350.000003	1150.000002	1933.333337	2350.000005	Minor	Wrong_doings	60	You have switched off appliances when not in use	C1_1	0.0	Hard	I1_12	47	Dutch is the 6th Europe's most widely spoken language	0.888888889	Yes	LEFT	1114.9517	LEFT	623.3758	RIGHT	1379.1263	RIGHT	1448.0006	15.5	0.5	Probable_Lie	LEFT	RIGHT	1	851.6562771	25	28:06.8
67	Self	S200207	0.666666667	1	2	1	2	0.7	1150.000002	1350.000003	1650.000003	2216.666671	Minor	Good_deeds	1	You have kept your promises	C2_1	0.0	Hard	I2_54	46	The Moon orbits around the Earth	0.055555556	No	RIGHT	527.8772	RIGHT	472.0202	RIGHT	1280.1471	RIGHT	921.3644	16.2	0.7	Probable_Lie	RIGHT	RIGHT	2	464.9419	26	28:29.4
6	Self	S200207	0.5	1	2	2	1	0.3	1000.000002	1150.000002	1783.333337	1500.000003	Minor	Wrong_doings	2	You have claimed doing things that you never did	C2_33	0.0	Hard	I1_50	24	Christmas Day is in March	0.0	Yes	RIGHT	578.9498	RIGHT	640.5758	LEFT	1999.3217	LEFT	3103.1961	16.5	0.3	Probable_Truth	LEFT	LEFT	2	960.0204	27	28:54.7
128	Computer	S200207	0.833333333	1	2	1	2	0.6	1000.000002	1000.000002	2066.666671	2500.000005	Major	Wrong_doings	30	You have been restricting your electricity consumption	C2_57	0.0	Hard	I2_12	12	Fishes can swim in water	0.0	No	LEFT	992.9002	LEFT	504.416	RIGHT	1000.5863	RIGHT	1477.703	16.5	0.6	Probable_Lie	RIGHT	LEFT	4	601.9983404	28	29:18.4
41	Self	S200207	0.833333333	2	1	1	2	0.1	1500.000003	1066.666669	1783.333337	2216.666671	Major	Wrong_doings	49	You have coveted things that belong to others	C1_53	0.0	Hard	I1_35	8	The human's inner ear is larger than a pencil eraser	0.0	Yes	RIGHT	336.0022	RIGHT	578.3276	LEFT	2328.2919	LEFT	1903.8359	16.6	0.1	Probable_Truth	LEFT	LEFT	1	736.9809	29	29:43.5
129	Computer	S200207	0.833333333	1	2	1	2	0.7	1066.666669	1350.000003	2216.666671	1500.000003	Major	Good_deeds	56	You have blackmailed others for money	C1_60	0.95	Easy	I2_17	12	Most plants emit oxygen in the day	0.0	Yes	RIGHT	490.8431	RIGHT	431.4844	LEFT	2240.5702	LEFT	1303.2071	17.3	0.7	Probable_Truth	LEFT	RIGHT	3	700.0650319	30	30:07.3
141	Computer	S200207	0.833333333	2	1	2	1	0.3	1000.000002	1350.000003	1933.333337	2350.000005	Minor	Good_deeds	53	You have cheated on a national exam	C1_49	0.0	Easy	I2_8	25	Last day of the year is 30th December	0.666666667	No	LEFT	728.4225	LEFT	918.218	LEFT	1813.9228	LEFT	1087.6699	17.3	0.3	Probable_Lie	LEFT	RIGHT	1	903.858374	31	30:32.0
28	Self	S200207	0.666666667	2	1	2	1	0.2	1433.333336	1066.666669	1933.333337	2350.000005	Major	Wrong_doings	35	You have been sued	C1_44	0.05	Hard	I2_50	45	South East Asia is currently free from polio	1.0	Yes	RIGHT	368.3676	RIGHT	539.5653	LEFT	1575.5844	LEFT	800.101	17.5	0.2	Probable_Truth	RIGHT	RIGHT	6	517.3936	32	30:55.1
138	Computer	S200207	0.833333333	2	1	1	2	0.5	1150.000002	1500.000003	2066.666671	2500.000005	Major	Good_deeds	53	You have sorted your trash into recycling bin	C1_20	0.85	Hard	I2_40	36	There are 7 days in a week	0.055555556	Yes	RIGHT	361.0369	RIGHT	451.0213	RIGHT	767.7364	RIGHT	1424.2828	18.0	0.5	Probable_Lie	RIGHT	LEFT	2	582.0662871	33	31:18.5
47	Self	S200207	0.833333333	2	1	2	1	0.2	1283.333336	1216.666669	1650.000003	2350.000005	Minor	Wrong_doings	52	You have cursed at others	C2_20	1.0	Easy	I1_31	31	Bears have the biggest eyes among mammals	0.666666667	Yes	RIGHT	272.9454	RIGHT	383.2548	LEFT	2666.7959	LEFT	1208.6939	18.2	0.2	Probable_Truth	RIGHT	RIGHT	4	931.3001	34	31:43.0
49	Self	S200207	0.5	1	2	1	2	0.5	1066.666669	1350.000003	2350.000005	1933.333337	Major	Good_deeds	25	You have been physically hurt to protect others	C1_35	0.85	Hard	I2_21	3	There are 6000 spoken languages in the World	0.0	Yes	RIGHT	683.0637	RIGHT	281.2941	RIGHT	1239.6332	RIGHT	2518.0141	18.7	0.5	Probable_Truth	RIGHT	RIGHT	6	876.3539	35	32:07.9
92	Self	S200207	0.833333333	2	1	2	1	0.4	1216.666669	1000.000002	1783.333337	2350.000005	Minor	Good_deeds	12	You have deceived a loved one	C1_24	0.05	Easy	I2_52	22	Summer is hotter than winter	0.666666667	Yes	RIGHT	288.7282	RIGHT	312.0384	RIGHT	1603.4172	LEFT	984.3678	19.1	0.4	Probable_Truth	RIGHT	RIGHT	6	510.4117	36	32:30.5
38	Self	S200207	0.833333333	1	2	2	1	0.4	1066.666669	1000.000002	2350.000005	2066.666671	Major	Good_deeds	1	You have helped with household chores	C1_48	0.7	Easy	I2_60	11	Nomophobia is the fear of being without a phone or computer	0.888888889	No	RIGHT	540.2203	RIGHT	328.8617	RIGHT	2862.5616	RIGHT	1416.1023	19.5	0.4	Probable_Truth	LEFT	LEFT	1	587.0378	37	32:55.3
18	Self	S200207	0.666666667	1	2	1	2	0.4	1216.666669	1150.000002	1783.333337	1933.333337	Minor	Good_deeds	58	You have rescued others from a catastrophe	C1_43	0.0	Hard	I2_2	25	It sometimes snows in Singapore	0.666666667	No	RIGHT	554.076	RIGHT	520.9154	LEFT	1039.4043	RIGHT	1556.6635	19.9	0.4	Probable_Lie	LEFT	LEFT	5	560.4794	38	33:18.2
86	Self	S200207	0.833333333	1	2	2	1	0.8	1500.000003	1150.000002	2350.000005	2500.000005	Major	Wrong_doings	8	You have shown your appreciation to your teachers	C1_11	1.0	Hard	I1_9	5	Slavery was abolished in Cuba in 1886	0.0	Yes	LEFT	1152.7644	RIGHT	888.2495	LEFT	2317.3374	RIGHT	1102.0327	19.1	0.8	Probable_Lie	LEFT	LEFT	6	769.8402	39	33:44.5
142	Computer	S200207	0.833333333	2	1	2	1	0.8	1283.333336	1000.000002	2500.000005	1650.000003	Major	Good_deeds	20	You have been donating all your excess food to a food bank	C2_6	0.7	Hard	I1_17	35	Africa is the continent with the least rainfall	0.777777778	No	RIGHT	833.4679	LEFT	1454.9828	RIGHT	2038.9	RIGHT	1159.3958	19.1	0.8	Probable_Truth	RIGHT	RIGHT	2	735.8921383	40	34:09.7
53	Self	S200207	0.5	1	2	2	1	0.2	1350.000003	1150.000002	1650.000003	2216.666671	Major	Wrong_doings	14	You have drunk alcohol when you were underage	C2_36	0.55	Hard	I2_13	4	Polish is 20th most spoken language in the World	0.944444444	Yes	RIGHT	614.9412	RIGHT	366.9761	RIGHT	2088.3593	LEFT	1855.7354	19.3	0.2	Probable_Truth	RIGHT	RIGHT	4	767.4238	41	34:34.4
114	Computer	S200207	0.666666667	1	2	1	2	0.4	1350.000003	1350.000003	2350.000005	1783.333337	Minor	Good_deeds	58	You have rescued others from a catastrophe	C1_43	0.0	Hard	I2_2	25	It sometimes snows in Singapore	0.666666667	No	RIGHT	407.0928	RIGHT	400.8716	LEFT	927.6203	RIGHT	1123.3033	19.7	0.4	Probable_Truth	RIGHT	LEFT	1	753.8249361	42	34:57.4
43	Self	S200207	0.833333333	2	1	1	2	0.3	1350.000003	1150.000002	2350.000005	2500.000005	Minor	Wrong_doings	7	You have helped a friend in need	C2_52	0.0	Easy	I2_25	21	Singapore is a country	0.055555556	No	RIGHT	351.7185	RIGHT	458.6927	RIGHT	800.987	RIGHT	821.8163	20.0	0.3	Probable_Lie	LEFT	LEFT	5	543.0653	43	35:20.3
19	Self	S200207	0.666666667	1	2	1	2	0.1	1283.333336	1500.000003	2216.666671	1650.000003	Major	Wrong_doings	30	You have been convicted in court	C1_15	0.95	Hard	I1_24	16	Mexico's National Day is September 16	0.055555556	Yes	RIGHT	351.5758	RIGHT	335.5265	LEFT	1375.6073	LEFT	1037.9951	20.1	0.1	Probable_Truth	RIGHT	RIGHT	4	578.386	44	35:43.2
108	Computer	S200207	0.5	2	1	2	1	0.6	1000.000002	1066.666669	2500.000005	2350.000005	Major	Wrong_doings	27	You have returned your trays in food courts	C2_59	0.0	Hard	I2_26	45	It is night time now	0.888888889	No	RIGHT	496.8187	RIGHT	805.6363	LEFT	1203.4847	RIGHT	1110.8093	20.7	0.6	Probable_Lie	LEFT	RIGHT	3	834.4643744	45	36:07.1
130	Computer	S200207	0.833333333	1	2	1	2	0.3	1500.000003	1216.666669	1500.000003	2066.666671	Minor	Good_deeds	18	You have used heroin	C2_24	1.0	Hard	I1_15	37	Nanyang Technological University is in Australia	0.0	No	LEFT	547.8171	LEFT	417.489	LEFT	1255.8456	LEFT	1079.644	20.7	0.3	Probable_Lie	RIGHT	LEFT	5	872.4630989	46	36:30.1
94	Self	S200207	0.833333333	2	1	2	1	0.5	1000.000002	1066.666669	2350.000005	1500.000003	Major	Wrong_doings	24	You have bought cigarettes for a minor	C2_3	0.0	Hard	I1_28	39	North Korea is more developed than South Korea	0.055555556	Yes	RIGHT	545.2716	RIGHT	508.335	LEFT	1652.0157	LEFT	1086.5842	21.2	0.5	Probable_Truth	LEFT	LEFT	1	1004.6749	47	36:53.4
23	Self	S200207	0.666666667	1	2	2	1	0.6	1433.333336	1066.666669	2350.000005	2066.666671	Major	Wrong_doings	13	You have fabricated facts about yourself	C1_36	0.05	Hard	I1_43	2	Penguin can fly with their wings	0.722222222	Yes	RIGHT	490.6815	RIGHT	345.3029	LEFT	1407.6661	LEFT	1263.4684	21.8	0.6	Probable_Truth	LEFT	LEFT	2	480.6791	48	38:40.8
21	Self	S200207	0.666666667	1	2	2	1	0.3	1066.666669	1216.666669	1500.000003	1783.333337	Major	Good_deeds	50	You have started a movement to support a cause	C2_30	0.0	Hard	I2_31	43	Acoustic Kitty refers to cat with implants	0.0	No	RIGHT	397.0511	RIGHT	329.0383	LEFT	1835.5132	LEFT	2064.6492	22.1	0.3	Probable_Truth	LEFT	LEFT	2	724.9861	49	39:04.3
65	Self	S200207	0.666666667	1	2	1	2	0.6	1066.666669	1500.000003	1500.000003	1650.000003	Minor	Wrong_doings	46	You have lied to your parents	C1_16	0.0	Hard	I1_54	54	February has 30 days	0.0	No	RIGHT	414.9009	RIGHT	456.9296	LEFT	1457.5645	LEFT	1113.8046	22.7	0.6	Probable_Lie	LEFT	LEFT	6	666.1411	50	39:26.7
31	Self	S200207	0.666666667	2	1	2	1	0.1	1283.333336	1433.333336	2216.666671	2500.000005	Major	Wrong_doings	42	You have watched a pirated movie	C1_22	0.95	Hard	I2_55	50	Cernan was the second last man to walk on the Moon	0.833333333	Yes	LEFT	352.829	RIGHT	728.1894	LEFT	2069.6643	LEFT	1200.2123	22.6	0.1	Probable_Lie	RIGHT	RIGHT	1	719.2323	51	39:51.8
57	Self	S200207	0.5	2	1	1	2	0.8	1283.333336	1433.333336	2066.666671	1500.000003	Major	Good_deeds	43	You have signed up as a bone marrow donor	C2_37	1.0	Easy	I2_33	33	The first Olympic Games was held in the 5th century B.C	0.944444444	Yes	RIGHT	296.7387	RIGHT	558.7699	RIGHT	1998.148	LEFT	1459.0305	23.4	0.8	Probable_Lie	RIGHT	LEFT	5	1372.5737	52	40:16.3
88	Self	S200207	0.833333333	2	1	1	2	0.8	1350.000003	1150.000002	1650.000003	2216.666671	Minor	Wrong_doings	60	You have said sorry when you were rude	C2_60	0.1	Hard	I2_22	48	Fibers in oranges can be used to make fabric	0.0	No	RIGHT	464.5306	RIGHT	647.0754	LEFT	1694.6356	RIGHT	1481.7583	24.2	0.8	Probable_Lie	RIGHT	RIGHT	1	542.6442	53	40:40.1
84	Self	S200207	0.833333333	1	2	2	1	0.7	1433.333336	1350.000003	2216.666671	1783.333337	Minor	Wrong_doings	10	You have bought cocaine	C2_39	0.95	Easy	I1_58	38	There are 9 rings in the Olympic flag	0.0	No	RIGHT	775.6719	RIGHT	488.2922	LEFT	1548.0543	LEFT	904.2373	24.9	0.7	Probable_Lie	RIGHT	RIGHT	1	425.1883	54	41:03.6
140	Computer	S200207	0.833333333	2	1	2	1	0.7	1500.000003	1433.333336	1500.000003	1500.000003	Major	Good_deeds	20	You have stopped using plastics completely	C1_7	0.85	Hard	I1_21	17	Singapore is a poor country	0.611111111	No	LEFT	832.5809	LEFT	1131.2704	LEFT	911.6191	LEFT	2223.0391	24.9	0.7	Probable_Lie	LEFT	RIGHT	1	507.6920301	55	41:27.7
16	Self	S200207	0.666666667	1	2	1	2	0.5	1350.000003	1000.000002	1933.333337	2216.666671	Minor	Wrong_doings	4	You have violated a traffic law	C2_13	0.5	Easy	I2_56	24	Teddy Roosevelt was the youngest US President	1.0	Yes	RIGHT	412.4851	RIGHT	335.8016	RIGHT	1232.0865	LEFT	1359.8954	25.4	0.5	Probable_Truth	RIGHT	RIGHT	6	611.6687	56	41:50.7
96	Computer	S200207	0.5	1	2	1	2	0.1	1066.666669	1150.000002	2500.000005	1783.333337	Minor	Good_deeds	9	You have complimented others for good work	C2_2	0.55	Easy	I2_30	19	Malay is one of the races in Singapore	0.833333333	No	LEFT	610.7821	LEFT	383.655	RIGHT	1383.2323	RIGHT	928.7344	25.4	0.1	Probable_Lie	RIGHT	RIGHT	2	666.6561229	57	42:13.8
14	Self	S200207	0.5	2	1	2	1	0.5	1000.000002	1216.666669	2500.000005	2350.000005	Major	Wrong_doings	28	You have attended all lectures as a student	C2_28	0.7	Easy	I1_52	2	The Eiffel Tower is in Paris	0.0	No	RIGHT	368.6163	RIGHT	517.1208	RIGHT	821.7607	RIGHT	1024.5978	25.9	0.5	Probable_Lie	LEFT	LEFT	4	964.3032	58	42:37.1
134	Computer	S200207	0.833333333	1	2	2	1	0.4	1216.666669	1066.666669	1650.000003	1933.333337	Major	Good_deeds	1	You have helped with household chores	C1_48	0.7	Easy	I2_60	11	Nomophobia is the fear of being without a phone or computer	0.888888889	No	RIGHT	732.2614	LEFT	513.0293	RIGHT	1381.2007	RIGHT	992.5402	25.9	0.4	Probable_Lie	LEFT	LEFT	5	648.308014	59	42:59.8
83	Self	S200207	0.833333333	1	2	1	2	0.3	1066.666669	1500.000003	1500.000003	1650.000003	Major	Good_deeds	38	You have sold illegal drugs	C2_40	0.8	Hard	I2_38	58	Statute of Liberty is in New York	0.0	No	RIGHT	981.2071	RIGHT	721.0732	RIGHT	943.8194	LEFT	2073.3626	26.2	0.3	Probable_Truth	LEFT	LEFT	1	658.7001	60	43:23.5
101	Computer	S200207	0.5	1	2	2	1	0.6	1350.000003	1500.000003	2066.666671	2216.666671	Major	Good_deeds	39	You have donated blood every 6 months for many years	C1_9	0.95	Hard	I1_19	50	The Seine river is 50 feet above sea level	0.111111111	Yes	RIGHT	358.3813	RIGHT	440.7838	LEFT	1823.3223	LEFT	1983.2176	26.8	0.6	Probable_Lie	RIGHT	RIGHT	1	653.811707	61	43:48.4
3	Self	S200207	0.5	1	2	1	2	0.2	1433.333336	1283.333336	2216.666671	1933.333337	Minor	Wrong_doings	38	You have said thank you when you have received help	C1_28	1.0	Easy	I1_29	28	Algeria is Africa's second largest country	0.0	No	RIGHT	672.0966	RIGHT	615.5385	RIGHT	1702.6799	RIGHT	1163.2674	27.0	0.2	Probable_Lie	LEFT	RIGHT	2	2417.5887	62	44:14.5
