index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
109	Computer	S210225	0.5	2	1	2	1	0.5	1433.3333362	1216.6666691	1500.000003	2066.6666708	Major	Wrong_doings	3	You have switched off appliances when not in use	C1_13	0.0	Hard	I2_2	53	Mexico's National Day is September 16	0.888888888888889	No	RIGHT	255.8877000000166	LEFT	831.4536000000317	RIGHT	2126.4672999999448	RIGHT	1542.9176000000098	11.399999999999997	0.5	Probable_Truth	LEFT	LEFT	2	947.9945445412508	10	2021-02-25 14:32:39.495883
59	Self	S210225	0.5	2	1	1	2	0.5	1216.6666691	1500.000003	2350.0000047	2500.000005	Major	Wrong_doings	60	You have gossiped about your best friend	C1_28	0.1	Hard	I1_25	4	It sometimes snows in Singapore	0.777777777777778	No	LEFT	256.41080000002603	RIGHT	963.2332999999562	LEFT	1552.6020999999446	LEFT	1471.527000000037	10.899999999999997	0.5	Probable_Lie	LEFT	LEFT	5	835.5298999999832	11	2021-02-25 14:33:04.711827
79	Self	S210225	0.6666666666666666	2	1	2	1	0.3	1433.3333362	1350.0000027	1500.000003	1500.000003	Minor	Good_deeds	22	You have attended all lectures as a student	C2_1	0.95	Hard	I2_12	24	The Seine river is 50 feet above sea level	0.0	Yes	RIGHT	296.91990000003443	RIGHT	381.4123000000791	RIGHT	2783.179599999926	RIGHT	1702.9043	11.199999999999998	0.3	Probable_Truth	RIGHT	RIGHT	4	954.667000000086	12	2021-02-25 14:33:29.183680
56	Self	S210225	0.5	2	1	1	2	0.1	1066.6666688	1433.3333362	2500.000005	2350.0000047	Minor	Good_deeds	50	You have been restricting your electricity consumption	C2_2	0.0	Easy	I1_53	8	Singapore is in Africa	0.0	No	LEFT	439.9167999999918	RIGHT	1123.7564999998997	LEFT	1215.5182000000195	RIGHT	1828.3771000000115	11.099999999999998	0.1	Probable_Lie	LEFT	RIGHT	1	1037.912600000027	13	2021-02-25 14:33:54.750376
39	Self	S210225	0.8333333333333334	1	2	2	1	0.5	1350.0000027	1066.6666688	2066.6666708	2066.6666708	Minor	Good_deeds	37	You have sorted your trash into recycling bin	C2_34	0.0	Hard	I1_48	22	The first Grammy awards was held in 1959	0.833333333333333	Yes	RIGHT	590.7291999999416	RIGHT	271.1954000000105	RIGHT	1303.189900000007	RIGHT	4534.813600000007	11.599999999999998	0.5	Probable_Truth	LEFT	LEFT	1	832.8963000000158	14	2021-02-25 14:34:21.407028
32	Self	S210225	0.8333333333333334	1	2	1	2	0.1	1150.0000023	1000.000002	1500.000003	2500.000005	Minor	Wrong_doings	48	You have helped your parents when asked to	C2_13	0.0	Easy	I2_54	42	There is typically 0.6 grams of mercury in glass thermometer	0.777777777777778	No	RIGHT	313.5206999999127	RIGHT	272.1447999999782	RIGHT	2903.3944999999903	RIGHT	2270.0914000000694	11.699999999999998	0.1	Probable_Truth	LEFT	LEFT	1	776.8641000000116	15	2021-02-25 14:34:46.670900
48	Self	S210225	0.5	1	2	1	2	0.3	1066.6666688	1150.0000023	2350.0000047	1500.000003	Major	Good_deeds	57	You have risked your life to save another person's life	C2_37	0.85	Hard	I2_39	55	It is 20th Century now	1.0	Yes	LEFT	931.5126999999848	RIGHT	448.6626999999999	LEFT	1199.9915999999755	RIGHT	1902.0918999999597	11.399999999999997	0.3	Probable_Lie	LEFT	RIGHT	3	958.0584999999928	16	2021-02-25 14:35:10.750817
9	Self	S210225	0.5	2	1	1	2	0.2	1000.000002	1283.3333359	2500.000005	2350.0000047	Minor	Wrong_doings	33	You have claimed doing things that you never did	C1_33	0.9	Hard	I1_31	31	There are 7 days in a week	1.0	No	LEFT	216.8662000000268	RIGHT	708.8937999999416	RIGHT	1288.6296000000357	LEFT	1548.500200000035	11.199999999999998	0.2	Probable_Lie	RIGHT	RIGHT	3	1080.1969000000329	17	2021-02-25 14:35:35.295044
85	Self	S210225	0.8333333333333334	1	2	2	1	0.6	1500.000003	1433.3333362	1500.000003	1500.000003	Major	Good_deeds	9	You have offered a listening ear to a friend	C1_57	0.05	Easy	I1_35	35	Some owl species hunt fish	0.0	Yes	RIGHT	316.0553000000164	RIGHT	319.09079999991263	RIGHT	2612.744599999928	RIGHT	1118.054899999947	11.799999999999995	0.6	Probable_Truth	RIGHT	RIGHT	3	891.3221999999905	18	2021-02-25 14:35:59.062381
135	Computer	S210225	0.8333333333333334	1	2	2	1	0.3	1150.0000023	1000.000002	2216.6666711000003	2350.0000047	Minor	Good_deeds	37	You have sorted your trash into recycling bin	C2_34	0.0	Hard	I1_48	22	The first Grammy awards was held in 1959	0.833333333333333	Yes	LEFT	632.819599999948	LEFT	598.8737999999785	RIGHT	1010.8745	RIGHT	1079.7086999999692	11.799999999999995	0.3	Probable_Lie	RIGHT	LEFT	6	897.2358219543082	19	2021-02-25 14:36:22.575135
81	Self	S210225	0.8333333333333334	1	2	1	2	0.2	1216.6666691	1216.6666691	1650.0000033	1783.3333369	Minor	Good_deeds	57	You have taken responsibility for your actions	C2_16	0.7	Easy	I2_35	9	A triangle has three sides	0.888888888888889	Yes	RIGHT	198.90029999999115	RIGHT	296.99670000002243	RIGHT	919.1480000000638	RIGHT	1243.8615999999456	11.999999999999996	0.2	Probable_Lie	LEFT	LEFT	2	877.7108000000453	20	2021-02-25 14:36:44.551039
24	Self	S210225	0.6666666666666666	2	1	1	2	0.7	1000.000002	1350.0000027	1933.3333372	2216.6666711000003	Minor	Good_deeds	8	You have bribed someone to improve a grade	C2_30	1.0	Easy	I2_4	43	There are 20 bones in the human skull	0.944444444444444	Yes	RIGHT	320.16729999998006	RIGHT	436.994200000072	LEFT	1663.7825999999905	LEFT	1623.548899999946	12.699999999999996	0.7	Probable_Truth	LEFT	LEFT	2	889.5832999999129	21	2021-02-25 14:37:08.558666
72	Self	S210225	0.6666666666666666	2	1	1	2	0.4	1000.000002	1000.000002	2350.0000047	2350.0000047	Minor	Good_deeds	35	You have complimented others for good work	C2_35	0.95	Easy	I1_58	58	There are 30 hours in a day	0.611111111111111	No	LEFT	176.18460000005598	RIGHT	665.332899999953	LEFT	823.7797000000455	RIGHT	1196.4177999999492	12.299999999999995	0.4	Probable_Lie	RIGHT	RIGHT	1	718.2616000000053	22	2021-02-25 14:37:31.414655
4	Self	S210225	0.5	1	2	2	1	0.6	1150.0000023	1216.6666691	1500.000003	1783.3333369	Minor	Good_deeds	43	You have given directions to a lost tourist	C2_53	0.0	Easy	I2_13	52	Feijoa is a type of grape	0.0	Yes	RIGHT	1085.7505000000174	RIGHT	760.5366999999887	LEFT	3043.5545000000275	RIGHT	2231.877000000054	12.899999999999997	0.6	Probable_Lie	LEFT	RIGHT	2	993.6357999999929	23	2021-02-25 14:37:57.750516
49	Self	S210225	0.5	1	2	1	2	0.2	1283.3333359	1433.3333362	1933.3333372	1783.3333369	Major	Good_deeds	50	You have been convicted in court	C2_6	0.05	Easy	I2_25	25	The human's inner ear is larger than a pencil eraser	0.722222222222222	No	RIGHT	394.104000000084	RIGHT	433.5596999999325	RIGHT	2792.028899999991	LEFT	1107.3992999999973	13.099999999999994	0.2	Probable_Truth	LEFT	RIGHT	5	996.7430000000376	24	2021-02-25 14:38:22.478391
15	Self	S210225	0.5	2	1	2	1	0.1	1283.3333359	1350.0000027	1650.0000033	1650.0000033	Major	Wrong_doings	47	You have extorted money from anyone	C2_56	0.65	Easy	I2_53	33	The first Olympic Games was held in the 5th century B.C	0.0	Yes	LEFT	775.9856000000127	RIGHT	1188.6044999999967	RIGHT	1319.6903000000475	LEFT	832.2359000000006	12.999999999999996	0.1	Probable_Lie	RIGHT	RIGHT	1	855.3314000000682	25	2021-02-25 14:38:45.958322
114	Computer	S210225	0.6666666666666666	1	2	1	2	0.8	1283.3333359	1350.0000027	2500.000005	2350.0000047	Minor	Wrong_doings	28	You have engaged in arson	C2_23	0.0	Easy	I1_52	10	Algeria is Africa's second largest country	0.944444444444444	No	LEFT	1103.4717999999657	LEFT	493.672800000013	RIGHT	1912.0699999999715	LEFT	989.9438999999576	12.999999999999996	0.8	Probable_Lie	LEFT	RIGHT	2	800.1154716960737	26	2021-02-25 14:39:11.311251
64	Self	S210225	0.6666666666666666	1	2	1	2	0.1	1500.000003	1283.3333359	2066.6666708	2350.0000047	Minor	Good_deeds	39	You have shown your appreciation to your teachers	C1_15	0.0	Hard	I2_38	40	Beef comes from cows	0.0	Yes	RIGHT	364.45449999996526	RIGHT	216.97870000002692	RIGHT	1104.6633000000838	RIGHT	2113.9806999999564	13.099999999999994	0.1	Probable_Truth	RIGHT	RIGHT	6	737.0773999999756	27	2021-02-25 14:39:35.622903
88	Self	S210225	0.8333333333333334	2	1	1	2	0.5	1350.0000027	1000.000002	1783.3333369	2500.000005	Minor	Wrong_doings	23	You have borrowed things and never returned	C1_14	0.0	Hard	I2_50	41	February has 30 days	0.611111111111111	Yes	RIGHT	232.7181999999084	RIGHT	274.4261000000279	LEFT	936.588299999812	LEFT	1671.6338999999607	13.599999999999994	0.5	Probable_Truth	RIGHT	RIGHT	3	1001.0303000001386	28	2021-02-25 14:39:58.943087
70	Self	S210225	0.6666666666666666	1	2	2	1	0.4	1216.6666691	1350.0000027	1933.3333372	2500.000005	Minor	Wrong_doings	15	You have eaten something in the MRT train	C2_14	0.0	Hard	I2_1	36	A square has 3 corners	0.833333333333333	Yes	RIGHT	427.0207999998093	RIGHT	240.3818999998748	LEFT	1556.998399999884	LEFT	1175.206800000069	13.999999999999996	0.4	Probable_Lie	LEFT	LEFT	3	1045.3185999999732	29	2021-02-25 14:40:22.966828
90	Self	S210225	0.8333333333333334	2	1	1	2	0.1	1216.6666691	1150.0000023	2350.0000047	2216.6666711000003	Minor	Wrong_doings	42	You have engaged in drink-driving	C2_45	0.8	Easy	I2_3	26	The hardest bone in human body is the jawbone	0.0	No	RIGHT	230.16469999993205	RIGHT	308.6170999999922	RIGHT	3536.243400000103	LEFT	1170.147199999974	14.099999999999994	0.1	Probable_Truth	LEFT	LEFT	1	760.1540000000568	30	2021-02-25 14:40:48.478484
118	Computer	S210225	0.6666666666666666	1	2	2	1	0.6	1433.3333362	1216.6666691	2216.6666711000003	1783.3333369	Major	Good_deeds	27	You have participated in a scamming business	C2_54	0.85	Hard	I2_28	3	December is the last month of the year	0.666666666666667	No	RIGHT	514.7131999999601	LEFT	120.7941000000119	RIGHT	1052.3008000000118	LEFT	1438.3146000000124	14.099999999999994	0.6	Probable_Truth	RIGHT	RIGHT	4	909.784051091512	31	2021-02-25 14:41:11.742511
87	Self	S210225	0.8333333333333334	1	2	2	1	0.1	1150.0000023	1350.0000027	2500.000005	1933.3333372	Minor	Wrong_doings	45	You have cursed at your loved ones	C1_45	0.0	Easy	I2_49	41	Lehman Brothers went bankrupt on 20th September	0.0555555555555556	Yes	RIGHT	348.8791999998284	RIGHT	231.9049999998697	RIGHT	4305.345299999999	LEFT	1800.150799999983	14.199999999999994	0.1	Probable_Truth	LEFT	LEFT	1	816.3475000001199	32	2021-02-25 14:41:38.758347
99	Computer	S210225	0.5	1	2	1	2	0.2	1150.0000023	1433.3333362	1933.3333372	2066.6666708	Minor	Wrong_doings	20	You have illegally stayed in a country	C1_20	0.0	Hard	I1_24	24	A dog has four legs	0.833333333333333	Yes	LEFT	1043.046099999856	LEFT	288.49160000004304	RIGHT	822.7045999999518	LEFT	1063.030000000026	14.199999999999994	0.2	Probable_Lie	RIGHT	LEFT	5	541.2241587124008	33	2021-02-25 14:42:01.662034
94	Self	S210225	0.8333333333333334	2	1	2	1	0.4	1433.3333362	1500.000003	2500.000005	1650.0000033	Major	Wrong_doings	11	You have provided shelter for stray animals	C1_31	0.2	Hard	I1_13	38	It is night time now	0.0	Yes	RIGHT	231.5095000001293	RIGHT	310.89750000001004	LEFT	1255.5076000001009	RIGHT	1160.144199999877	14.599999999999994	0.4	Probable_Truth	LEFT	LEFT	1	779.9775999999383	34	2021-02-25 14:42:25.056031
17	Self	S210225	0.6666666666666666	1	2	1	2	0.4	1216.6666691	1433.3333362	2350.0000047	1783.3333369	Major	Good_deeds	58	You have volunteered for a disaster-related humanitarian mission	C1_58	0.65	Easy	I2_40	21	Bears have the biggest eyes among mammals	0.944444444444444	Yes	RIGHT	644.2090999998982	RIGHT	823.9324000001034	LEFT	2903.298199999881	RIGHT	1283.542400000215	14.999999999999996	0.4	Probable_Truth	LEFT	LEFT	1	1069.5313999999598	35	2021-02-25 14:42:51.134782
98	Computer	S210225	0.5	1	2	1	2	0.8	1433.3333362	1150.0000023	1650.0000033	1650.0000033	Minor	Good_deeds	35	You have coveted things that belong to others	C2_20	0.45	Hard	I1_44	13	Marijuana is legal in Singapore	0.888888888888889	No	LEFT	810.9101999998529	LEFT	39.85719999991488	LEFT	881.0455000000275	LEFT	2304.9473999999464	14.999999999999996	0.8	Probable_Lie	LEFT	LEFT	4	681.3554012002187	36	2021-02-25 14:43:14.302687
132	Computer	S210225	0.8333333333333334	1	2	2	1	0.8	1350.0000027	1216.6666691	1933.3333372	1650.0000033	Minor	Good_deeds	52	You have bought cigarettes for a minor	C1_11	0.7	Hard	I2_22	48	Last day of the year is 30th December	0.944444444444444	No	LEFT	1174.0935000000263	LEFT	439.2378000000008	LEFT	1825.6870000000165	LEFT	1062.4834999998711	14.999999999999996	0.8	Probable_Lie	RIGHT	LEFT	4	654.9668725499924	37	2021-02-25 14:43:38.174277
0	Self	S210225	0.5	1	2	1	2	0.5	1216.6666691	1500.000003	2216.6666711000003	2350.0000047	Minor	Wrong_doings	8	You have pretended to be busy to avoid a social situation	C1_8	1.0	Easy	I2_52	44	Teddy Roosevelt was the youngest US President	0.777777777777778	No	LEFT	849.5099000001574	RIGHT	519.2744000000857	RIGHT	3302.943000000141	RIGHT	4931.193099999973	14.499999999999996	0.5	Probable_Lie	RIGHT	LEFT	6	980.451500000072	38	2021-02-25 14:44:08.614549
54	Self	S210225	0.5	1	2	2	1	0.5	1433.3333362	1350.0000027	2216.6666711000003	2350.0000047	Major	Wrong_doings	4	You have cursed at others	C1_4	0.9	Easy	I1_14	58	Cleopatra was born in Greece	0.0	Yes	RIGHT	364.3868999999995	RIGHT	230.71810000010373	RIGHT	1186.8136000000504	LEFT	1047.658599999977	14.999999999999996	0.5	Probable_Truth	RIGHT	LEFT	1	953.5212000000683	39	2021-02-25 14:44:32.326734
50	Self	S210225	0.5	1	2	1	2	0.6	1150.0000023	1283.3333359	1650.0000033	1650.0000033	Minor	Good_deeds	6	You have stopped using products tested on animals	C1_7	0.05	Hard	I2_55	46	The current century is 21st	0.666666666666667	Yes	RIGHT	877.850399999943	RIGHT	480.96110000005865	RIGHT	872.7943000001233	RIGHT	4175.814400000036	15.599999999999994	0.6	Probable_Lie	RIGHT	LEFT	5	1115.29819999987	40	2021-02-25 14:44:58.158986
41	Self	S210225	0.8333333333333334	2	1	1	2	0.1	1500.000003	1150.0000023	2216.6666711000003	2350.0000047	Minor	Good_deeds	39	You have made someone cry	C2_36	0.0	Hard	I2_6	15	The hyoid bone is the only jointless bone	0.944444444444444	Yes	RIGHT	376.63990000010017	RIGHT	598.1163999999808	RIGHT	3392.655999999988	LEFT	2178.9481000000706	15.699999999999994	0.1	Probable_Truth	RIGHT	RIGHT	4	1710.584799999879	41	2021-02-25 14:45:26.207245
119	Computer	S210225	0.6666666666666666	1	2	2	1	0.3	1216.6666691	1150.0000023	1933.3333372	1650.0000033	Minor	Wrong_doings	3	You have started a hotline for victims of bully	C1_3	0.05	Easy	I1_47	52	It is snowing outside now	0.0	No	RIGHT	896.1028000001079	LEFT	592.3252000000048	LEFT	1277.8966999999284	LEFT	3326.075899999978	15.699999999999994	0.3	Probable_Truth	LEFT	RIGHT	6	990.1804763235154	42	2021-02-25 14:45:51.805769
137	Computer	S210225	0.8333333333333334	2	1	1	2	0.8	1283.3333359	1066.6666688	2500.000005	1650.0000033	Minor	Good_deeds	39	You have made someone cry	C2_36	0.0	Hard	I2_6	15	The hyoid bone is the only jointless bone	0.944444444444444	Yes	RIGHT	637.7823000000262	RIGHT	391.68880000011086	RIGHT	960.7140000000528	LEFT	1135.967900000196	16.499999999999993	0.8	Probable_Truth	RIGHT	RIGHT	5	959.1142730360052	43	2021-02-25 14:46:14.966091
35	Self	S210225	0.8333333333333334	1	2	1	2	0.8	1216.6666691	1216.6666691	1933.3333372	1500.000003	Major	Wrong_doings	18	You have donated blood every 6 months for many years	C1_48	0.1	Easy	I1_32	32	Today is Sunday	0.0	Yes	RIGHT	659.9647999998979	RIGHT	239.83529999986783	LEFT	1265.388699999903	RIGHT	3844.1246999998384	17.299999999999994	0.8	Probable_Lie	LEFT	LEFT	4	829.2595999998866	44	2021-02-25 14:46:40.245789
102	Computer	S210225	0.5	1	2	2	1	0.5	1000.000002	1350.0000027	1500.000003	2500.000005	Major	Good_deeds	20	You have helped a friend in need	C1_43	0.7	Easy	I1_39	26	Penguin can fly with their wings	0.0555555555555556	Yes	LEFT	1403.9869999999155	LEFT	367.9895000000215	LEFT	2043.7056000000664	RIGHT	991.2131999999474	17.299999999999994	0.5	Probable_Lie	RIGHT	RIGHT	1	644.2963980614946	45	2021-02-25 14:47:04.622627
2	Self	S210225	0.5	1	2	1	2	0.3	1000.000002	1000.000002	2066.6666708	2066.6666708	Minor	Good_deeds	35	You have coveted things that belong to others	C2_20	0.45	Hard	I1_44	13	Marijuana is legal in Singapore	0.888888888888889	No	LEFT	925.589700000046	RIGHT	424.9633999997968	LEFT	2233.186100000012	LEFT	1495.3146000000288	16.999999999999993	0.3	Probable_Lie	RIGHT	LEFT	5	944.946200000004	46	2021-02-25 14:47:29.351209
125	Computer	S210225	0.6666666666666666	2	1	2	1	0.4	1433.3333362	1066.6666688	2216.6666711000003	2066.6666708	Minor	Good_deeds	38	You have adopted a zero-waste lifestyle	C2_42	0.0	Hard	I1_50	11	Malay is one of the races in Singapore	0.888888888888889	No	LEFT	46.80250000001252	LEFT	991.4052000001448	RIGHT	1191.032700000051	RIGHT	1303.9481000000706	16.999999999999993	0.4	Probable_Lie	RIGHT	LEFT	5	647.3133598838962	47	2021-02-25 14:47:52.885395
143	Computer	S210225	0.8333333333333334	2	1	2	1	0.2	1500.000003	1433.3333362	2350.0000047	2216.6666711000003	Major	Wrong_doings	33	You have given up your seat in the MRT	C1_12	0.95	Hard	I2_23	19	Cheese is an Asian staple	0.0	Yes	LEFT	230.00920000004044	LEFT	993.5668999999052	LEFT	1642.7016000000094	RIGHT	1078.7285999999767	16.999999999999993	0.2	Probable_Lie	LEFT	RIGHT	1	829.7192653039874	48	2021-02-25 14:48:43.327101
122	Computer	S210225	0.6666666666666666	2	1	1	2	0.7	1000.000002	1500.000003	2500.000005	1500.000003	Major	Wrong_doings	40	You have fabricated facts about yourself	C2_8	0.05	Hard	I2_44	4	Christmas Day is in March	0.0	Yes	LEFT	216.4517000001069	LEFT	725.5127000000812	LEFT	1264.492700000119	LEFT	1259.7917000000507	16.999999999999993	0.7	Probable_Lie	RIGHT	RIGHT	2	821.4441804827131	49	2021-02-25 14:49:06.688054
23	Self	S210225	0.6666666666666666	1	2	2	1	0.8	1500.000003	1350.0000027	1650.0000033	2350.0000047	Minor	Wrong_doings	3	You have started a hotline for victims of bully	C1_3	0.05	Easy	I1_47	52	It is snowing outside now	0.0	No	LEFT	743.6451999999463	RIGHT	447.4370999998882	LEFT	1234.958100000085	LEFT	2088.364899999988	16.199999999999992	0.8	Probable_Lie	RIGHT	RIGHT	2	1341.1346000000322	50	2021-02-25 14:49:31.966069
93	Self	S210225	0.8333333333333334	2	1	2	1	0.7	1283.3333359	1283.3333359	1933.3333372	2066.6666708	Major	Wrong_doings	45	You have confessed to your mistake	C2_29	0.05	Hard	I2_26	13	Mozambique is the world's poorest country	0.833333333333333	No	LEFT	376.0340999999698	RIGHT	709.4449999999597	LEFT	4805.396900000005	RIGHT	1048.066800000015	15.499999999999991	0.7	Probable_Lie	RIGHT	RIGHT	1	838.1290999998328	51	2021-02-25 14:49:58.886023
37	Self	S210225	0.8333333333333334	1	2	2	1	0.3	1500.000003	1500.000003	2350.0000047	1933.3333372	Major	Wrong_doings	11	You have downloaded pirated movies	C1_37	0.05	Easy	I2_51	1	Carnivore refers to meat-eater	0.0	Yes	RIGHT	1354.3177999999898	RIGHT	304.9314999998387	RIGHT	1582.6492999999573	LEFT	1472.9222000000846	15.799999999999994	0.3	Probable_Truth	LEFT	LEFT	1	1176.72790000006	52	2021-02-25 14:50:24.630705
29	Self	S210225	0.6666666666666666	2	1	2	1	0.4	1216.6666691	1066.6666688	1500.000003	1650.0000033	Minor	Good_deeds	38	You have adopted a zero-waste lifestyle	C2_42	0.0	Hard	I1_50	11	Malay is one of the races in Singapore	0.888888888888889	No	RIGHT	848.1804000000466	RIGHT	395.6606000001557	RIGHT	784.6299000000272	RIGHT	767.0977000000221	16.199999999999992	0.4	Probable_Truth	RIGHT	RIGHT	3	1402.4062999999387	53	2021-02-25 14:50:46.838144
