index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
35	Self	S200306	0.833333333	1	2	1	2	0.1	1066.666669	1216.666669	1933.333337	1500.000003	Minor	Good_deeds	48	You have helped others to pick up their belongings	C2_40	0.15	Easy	I2_54	31	South East Asia is currently free from polio	0.888888889	No	RIGHT	610.3387	RIGHT	247.6682	RIGHT	3456.8963	RIGHT	1468.5083	7.4	0.1	Probable_Truth	LEFT	LEFT	1	595.7726	21	19:34.4
105	Computer	S200306	0.5	2	1	1	2	0.3	1216.666669	1150.000002	1783.333337	1500.000003	Major	Good_deeds	54	You have helped your parents when asked to	C1_6	0.05	Easy	I2_43	50	R. Amundsen discovered the South Pole	0.0	Yes	RIGHT	233.3855	LEFT	689.7278	LEFT	2583.2498	RIGHT	1580.8692	7.4	0.3	Probable_Truth	RIGHT	RIGHT	4	769.026175	22	19:58.5
45	Self	S200306	0.833333333	2	1	2	1	0.4	1216.666669	1500.000003	2066.666671	2350.000005	Minor	Wrong_doings	23	You have helped a friend in need	C1_44	0.0	Easy	I2_11	1	Cheese is an Asian staple	0.0	Yes	RIGHT	295.4744	RIGHT	708.1302	LEFT	1185.5143	RIGHT	720.0371	7.8	0.4	Probable_Truth	LEFT	LEFT	1	585.5813	23	20:21.7
117	Computer	S200306	0.666666667	1	2	2	1	0.7	1433.333336	1066.666669	2350.000005	2216.666671	Minor	Good_deeds	29	You have given directions to a lost tourist	C2_14	0.0	Hard	I1_36	2	Pyramid of Giza is 468 feet tall	0.777777778	Yes	LEFT	648.9384	LEFT	240.7642	RIGHT	2408.4564	RIGHT	824.7529	7.8	0.7	Probable_Lie	LEFT	RIGHT	2	893.9023836	24	20:46.4
87	Self	S200306	0.833333333	1	2	2	1	0.3	1066.666669	1000.000002	2216.666671	1933.333337	Major	Wrong_doings	51	You have engaged in money laundering	C1_58	0.0	Hard	I1_57	29	Today is a weekday	0.0	Yes	RIGHT	591.7817	RIGHT	400.1673	RIGHT	1214.0113	LEFT	1664.1438	8.1	0.3	Probable_Truth	LEFT	LEFT	1	548.8009	25	21:09.6
18	Self	S200306	0.666666667	1	2	1	2	0.4	1000.000002	1283.333336	1500.000003	1933.333337	Major	Good_deeds	46	You have started an NGO using your savings	C1_37	0.85	Easy	I2_38	8	It is snowing outside now	0.0	Yes	LEFT	1107.6088	RIGHT	575.7106	LEFT	862.6399	RIGHT	2933.2478	7.7	0.4	Probable_Lie	LEFT	LEFT	6	634.809	26	21:34.0
53	Self	S200306	0.5	1	2	2	1	0.3	1066.666669	1350.000003	1933.333337	1500.000003	Major	Wrong_doings	19	You have been restricting your electricity consumption	C1_19	0.2	Hard	I1_39	53	Hot chocolate was created by the Mayan culture	0.666666667	No	LEFT	605.9712	RIGHT	280.4187	LEFT	1819.3753	RIGHT	2943.8761	7.4	0.3	Probable_Lie	LEFT	LEFT	6	920.2841	27	21:59.0
138	Computer	S200306	0.833333333	2	1	1	2	0.6	1350.000003	1066.666669	2216.666671	1500.000003	Major	Good_deeds	11	You have cheated on a test	C1_8	0.0	Easy	I2_35	19	It is night time now	0.111111111	Yes	RIGHT	264.7917	LEFT	673.0731	LEFT	855.4731	LEFT	1614.5846	7.4	0.6	Probable_Truth	RIGHT	RIGHT	2	870.0891864	28	22:21.9
91	Self	S200306	0.833333333	2	1	1	2	0.3	1066.666669	1500.000003	1933.333337	2350.000005	Minor	Good_deeds	30	You have assisted in a crime	C1_14	0.0	Hard	I1_11	11	Red is a color	0.0	Yes	LEFT	311.8208	RIGHT	1356.1057	RIGHT	920.6737	LEFT	899.789	7.1	0.3	Probable_Lie	RIGHT	RIGHT	1	657.2689	29	22:45.5
56	Self	S200306	0.5	2	1	1	2	0.3	1000.000002	1150.000002	2216.666671	2066.666671	Major	Good_deeds	18	You have held the elevator doors for others	C2_31	0.25	Easy	I1_37	44	Fishes can swim in water	0.888888889	No	LEFT	249.0899	RIGHT	1720.9262	RIGHT	901.9842	RIGHT	1301.3344	6.8	0.3	Probable_Lie	RIGHT	RIGHT	3	1043.6995	30	23:09.7
29	Self	S200306	0.666666667	2	1	2	1	0.3	1150.000002	1066.666669	2066.666671	1783.333337	Major	Wrong_doings	45	You have volunteered every week for many years	C2_42	0.95	Hard	I2_31	16	The human's inner ear is larger than a pencil eraser	0.0	Yes	LEFT	224.7303	RIGHT	1566.3095	LEFT	2514.1652	RIGHT	2072.2827	6.5	0.3	Probable_Lie	LEFT	LEFT	5	911.059	31	23:35.7
77	Self	S200306	0.666666667	2	1	2	1	0.8	1283.333336	1283.333336	1783.333337	2216.666671	Major	Wrong_doings	3	You have bribed someone to improve a grade	C1_11	1.0	Hard	I1_42	42	Feijoa is a type of grape	0.055555556	Yes	RIGHT	239.2255	RIGHT	530.1213	LEFT	2295.436	LEFT	1487.2077	7.3	0.8	Probable_Lie	LEFT	LEFT	4	648.869	32	24:00.0
85	Self	S200306	0.833333333	1	2	2	1	0.6	1500.000003	1066.666669	2350.000005	2500.000005	Minor	Wrong_doings	46	You have kept your promises	C2_26	0.0	Hard	I2_30	30	Airbags in cars are filled with sodium azide	0.0	No	RIGHT	579.2373	RIGHT	80.6182	RIGHT	2085.0519	RIGHT	872.585	7.9	0.6	Probable_Lie	LEFT	LEFT	5	624.9681	33	24:24.2
32	Self	S200306	0.833333333	1	2	1	2	0.7	1283.333336	1000.000002	2216.666671	2216.666671	Minor	Wrong_doings	10	You have made counterfeit money	C2_7	0.65	Hard	I2_48	50	The sun rises at night	0.055555556	Yes	RIGHT	327.7443	RIGHT	263.8801	LEFT	968.169	LEFT	1088.4043	8.6	0.7	Probable_Lie	LEFT	LEFT	4	604.8019	34	24:46.8
54	Self	S200306	0.5	1	2	2	1	0.8	1500.000003	1066.666669	2500.000005	2216.666671	Major	Wrong_doings	31	You have coveted things that belong to others	C1_31	0.45	Hard	I2_5	46	Singapore ranked 8th in World's smallest countries	0.0	No	RIGHT	486.2262	RIGHT	80.2372	LEFT	1936.7474	LEFT	2294.8372	9.4	0.8	Probable_Truth	RIGHT	LEFT	1	960.4552	35	25:12.4
7	Self	S200306	0.5	1	2	2	1	0.7	1066.666669	1066.666669	1783.333337	1650.000003	Minor	Wrong_doings	35	You have bribed a police officer	C2_1	0.95	Hard	I1_15	39	Astatine is the rarest element in the Earth's crust	0.0	Yes	RIGHT	1610.0985	RIGHT	351.1721	LEFT	2318.9709	LEFT	840.5544	10.1	0.7	Probable_Lie	LEFT	RIGHT	3	818.9108	36	25:36.5
109	Computer	S200306	0.5	2	1	2	1	0.1	1433.333336	1350.000003	2216.666671	2350.000005	Major	Wrong_doings	7	You have told someone's secret to others	C1_50	0.1	Hard	I1_28	28	Malay is one of the races in Singapore	0.055555556	Yes	LEFT	1432.6471	LEFT	873.2592	RIGHT	2475.8337	LEFT	1110.9605	10.1	0.1	Probable_Lie	LEFT	LEFT	6	740.2907662	37	26:03.0
46	Self	S200306	0.833333333	2	1	2	1	0.5	1433.333336	1283.333336	1933.333337	1933.333337	Minor	Good_deeds	47	You have bought cocaine	C2_53	0.05	Hard	I1_35	28	Algeria is Africa's second largest country	0.0	No	RIGHT	145.0173	RIGHT	730.9129	RIGHT	3372.5855	LEFT	912.654	10.6	0.5	Probable_Truth	LEFT	LEFT	1	595.7529	38	26:27.9
139	Computer	S200306	0.833333333	2	1	1	2	0.1	1066.666669	1433.333336	2500.000005	1650.000003	Major	Wrong_doings	53	You have engaged in drink-driving	C1_23	1.0	Hard	I1_58	11	Lehman Brothers went bankrupt on 20th September	0.888888889	No	LEFT	239.8119	LEFT	1267.7136	LEFT	3639.4215	LEFT	1336.8819	10.6	0.1	Probable_Lie	RIGHT	LEFT	2	599.1091441	39	26:54.2
22	Self	S200306	0.666666667	1	2	2	1	0.1	1433.333336	1000.000002	2216.666671	2350.000005	Minor	Wrong_doings	43	You have donated blood every 6 months for many years	C1_4	0.1	Hard	I2_2	6	The Earth is round	0.0	No	LEFT	616.3807	RIGHT	576.8733	RIGHT	926.4954	RIGHT	1975.4852	10.5	0.1	Probable_Lie	LEFT	LEFT	5	761.0293	40	27:18.7
81	Self	S200306	0.833333333	1	2	1	2	0.7	1283.333336	1350.000003	1500.000003	2350.000005	Minor	Good_deeds	26	You have said thank you when you have received help	C1_51	0.0	Hard	I2_24	24	Today is Sunday	0.944444444	Yes	RIGHT	340.6215	RIGHT	176.2573	LEFT	783.5488	RIGHT	1353.4355	11.2	0.7	Probable_Truth	RIGHT	RIGHT	5	673.1828	41	27:41.0
101	Computer	S200306	0.5	1	2	2	1	0.4	1216.666669	1150.000002	2216.666671	1933.333337	Major	Wrong_doings	1	You have lied to your parents	C1_12	0.0	Hard	I1_41	41	Bears have the biggest eyes among mammals	0.888888889	No	LEFT	459.0504	LEFT	127.2549	LEFT	2051.8609	LEFT	832.1246	11.2	0.4	Probable_Lie	LEFT	RIGHT	2	619.948304	42	28:04.2
98	Computer	S200306	0.5	1	2	1	2	0.3	1283.333336	1216.666669	1650.000003	2350.000005	Minor	Good_deeds	36	You have sorted your trash into recycling bin	C2_36	0.05	Easy	I1_60	60	Nanyang Technological University is in Australia	0.722222222	Yes	LEFT	777.1333	LEFT	96.4361	LEFT	1207.5591	RIGHT	1309.1254	11.2	0.3	Probable_Lie	RIGHT	RIGHT	1	621.8446653	43	28:27.3
49	Self	S200306	0.5	1	2	1	2	0.2	1350.000003	1283.333336	2350.000005	1783.333337	Minor	Good_deeds	3	You have engaged in arson	C2_39	1.0	Easy	I2_18	10	Summer is hotter than winter	0.0	Yes	LEFT	770.756	RIGHT	223.3833	RIGHT	1479.6484	LEFT	865.2561	11.0	0.2	Probable_Lie	LEFT	LEFT	5	683.9491	44	28:50.7
36	Self	S200306	0.833333333	1	2	2	1	0.5	1433.333336	1066.666669	2066.666671	2350.000005	Minor	Good_deeds	22	You have sheltered others from disasters	C2_10	0.95	Hard	I1_9	48	Brazil is in South America	0.0	Yes	LEFT	677.8059	LEFT	712.4797	RIGHT	1587.9178	RIGHT	2287.6569	11.0	0.5	Probable_Lie	RIGHT	RIGHT	1	820.6594	45	29:16.2
66	Self	S200306	0.666666667	1	2	1	2	0.6	1500.000003	1066.666669	2066.666671	2350.000005	Minor	Good_deeds	29	You have bought cigarettes for a minor	C1_40	0.8	Hard	I1_27	58	The Moon orbits around the Earth	0.0	No	LEFT	758.6644	RIGHT	280.8301	RIGHT	1295.7891	LEFT	852.2571	10.4	0.6	Probable_Lie	LEFT	LEFT	5	707.1954	46	29:39.7
19	Self	S200306	0.666666667	1	2	1	2	0.2	1283.333336	1150.000002	2500.000005	2500.000005	Major	Good_deeds	4	You have eaten something in the MRT train	C2_48	0.0	Hard	I1_12	3	China is a part of Asia	1.0	No	RIGHT	476.8674	RIGHT	375.6709	RIGHT	1136.2812	LEFT	1107.3946	10.6	0.2	Probable_Truth	RIGHT	RIGHT	6	607.087	47	30:03.4
130	Computer	S200306	0.833333333	1	2	1	2	0.1	1066.666669	1500.000003	2500.000005	1500.000003	Major	Wrong_doings	7	You have lost everything just to help others	C1_13	1.0	Easy	I1_31	13	There are 7 days in a week	0.944444444	No	LEFT	628.8927	LEFT	520.1401	RIGHT	791.7147	LEFT	2317.4472	10.6	0.1	Probable_Lie	LEFT	RIGHT	1	518.377202	48	31:26.0
118	Computer	S200306	0.666666667	1	2	2	1	0.1	1216.666669	1500.000003	1650.000003	1500.000003	Minor	Wrong_doings	43	You have donated blood every 6 months for many years	C1_4	0.1	Hard	I2_2	6	The Earth is round	0.0	No	LEFT	332.435	LEFT	175.8213	RIGHT	991.1423	RIGHT	989.7132	10.6	0.1	Probable_Lie	RIGHT	RIGHT	1	620.3003398	49	31:47.6
124	Computer	S200306	0.666666667	2	1	2	1	0.6	1066.666669	1000.000002	1650.000003	1933.333337	Minor	Good_deeds	42	You have watched a pirated movie	C1_45	0.95	Easy	I1_52	56	Singapore is in Africa	0.055555556	No	LEFT	240.2461	LEFT	763.8505	LEFT	1070.3153	LEFT	968.0731	10.6	0.6	Probable_Lie	RIGHT	LEFT	5	935.8376584	50	32:09.8
15	Self	S200306	0.5	2	1	2	1	0.8	1500.000003	1433.333336	2350.000005	2066.666671	Minor	Wrong_doings	43	You have been arrested	C2_54	0.8	Easy	I2_36	43	Africa is the continent with the least rainfall	0.611111111	No	LEFT	743.7656	RIGHT	1233.6549	RIGHT	1526.5906	LEFT	944.1582	9.8	0.8	Probable_Lie	RIGHT	RIGHT	2	867.5854	51	32:35.0
71	Self	S200306	0.666666667	1	2	2	1	0.3	1216.666669	1350.000003	1933.333337	2216.666671	Major	Good_deeds	20	You have switched off appliances when not in use	C2_29	1.0	Easy	I2_58	55	Cleopatra was born in Greece	0.111111111	No	RIGHT	643.6156	RIGHT	369.2635	RIGHT	1016.3232	RIGHT	1551.4269	10.1	0.3	Probable_Lie	RIGHT	RIGHT	1	625.3405	52	32:58.5
34	Self	S200306	0.833333333	1	2	1	2	0.3	1000.000002	1350.000003	1500.000003	1650.000003	Major	Wrong_doings	7	You have lost everything just to help others	C1_13	1.0	Easy	I1_31	13	There are 7 days in a week	0.944444444	No	RIGHT	603.8439	RIGHT	96.9669	RIGHT	680.1929	LEFT	1295.217	10.4	0.3	Probable_Truth	LEFT	LEFT	1	642.8641	53	33:19.9
97	Computer	S200306	0.5	1	2	1	2	0.1	1000.000002	1350.000003	2500.000005	2500.000005	Minor	Good_deeds	12	You have used heroin	C2_52	1.0	Easy	I2_60	34	The Eiffel Tower is in Paris	0.833333333	No	LEFT	692.5724	LEFT	40.523	RIGHT	775.9522	LEFT	949.865	10.4	0.1	Probable_Lie	RIGHT	LEFT	4	551.4156031	54	33:42.8
44	Self	S200306	0.833333333	2	1	2	1	0.6	1150.000002	1150.000002	2350.000005	1650.000003	Major	Wrong_doings	2	You have risked your life to save another person's life	C2_11	0.05	Easy	I1_19	58	There are 6 million animal species on Earth	0.888888889	Yes	RIGHT	272.5227	RIGHT	354.8234	LEFT	2951.9363	RIGHT	2646.9657	11.0	0.6	Probable_Truth	LEFT	LEFT	1	650.0156	55	34:08.6
99	Computer	S200306	0.5	1	2	1	2	0.7	1433.333336	1066.666669	2350.000005	2216.666671	Major	Wrong_doings	47	You have cursed at your loved ones	C1_1	0.0	Hard	I2_34	60	It takes 500 days to travel from Earth to Mars	0.0	No	RIGHT	452.5668	LEFT	608.4486	RIGHT	1894.1095	LEFT	1761.7279	11.0	0.7	Probable_Truth	RIGHT	LEFT	2	524.9927174	56	34:33.5
60	Self	S200306	0.5	2	1	2	1	0.6	1500.000003	1000.000002	1783.333337	1783.333337	Minor	Wrong_doings	15	You have taken part in burglary	C1_49	0.7	Easy	I2_26	6	The hardest bone in human body is the jawbone	0.0	Yes	LEFT	992.3262	RIGHT	880.6611	LEFT	1914.3658	LEFT	1223.7161	10.4	0.6	Probable_Lie	LEFT	RIGHT	3	1021.5986	57	34:58.1
13	Self	S200306	0.5	2	1	2	1	0.6	1283.333336	1500.000003	2066.666671	2216.666671	Major	Wrong_doings	7	You have told someone's secret to others	C1_50	0.1	Hard	I1_28	28	Malay is one of the races in Singapore	0.055555556	Yes	LEFT	160.561	LEFT	943.45	RIGHT	1511.1234	LEFT	847.6529	10.4	0.6	Probable_Lie	RIGHT	RIGHT	3	767.8533	58	35:22.0
94	Self	S200306	0.833333333	2	1	2	1	0.1	1283.333336	1216.666669	1650.000003	2216.666671	Major	Wrong_doings	34	You have complimented others for good work	C2_45	0.55	Easy	I1_38	12	A square has 3 corners	0.0	No	RIGHT	39.9043	RIGHT	224.0206	LEFT	1055.1075	RIGHT	791.1543	10.5	0.1	Probable_Truth	LEFT	LEFT	1	1105.2084	59	35:44.2
72	Self	S200306	0.666666667	2	1	1	2	0.4	1150.000002	1433.333336	1933.333337	1500.000003	Major	Wrong_doings	9	You have queued to enter the MRT train	C1_42	0.2	Hard	I1_5	45	Penguin can fly with their wings	0.777777778	No	LEFT	207.7894	RIGHT	1364.7173	LEFT	984.0177	RIGHT	909.6914	10.1	0.4	Probable_Lie	LEFT	LEFT	5	736.4982	60	36:07.0
63	Self	S200306	0.5	2	1	2	1	0.5	1433.333336	1283.333336	1500.000003	1650.000003	Minor	Wrong_doings	6	You have stopped using plastics completely	C1_15	0.0	Hard	I2_44	44	A dog has four legs	0.611111111	Yes	RIGHT	128.5269	RIGHT	740.3247	RIGHT	808.5887	RIGHT	1975.9065	10.6	0.5	Probable_Lie	LEFT	LEFT	4	746.6929	61	36:29.8
16	Self	S200306	0.666666667	1	2	1	2	0.3	1500.000003	1350.000003	2350.000005	1783.333337	Major	Good_deeds	37	You have been convicted in court	C2_43	0.95	Easy	I2_6	38	It is 20th Century now	0.0	No	RIGHT	433.8741	RIGHT	23.9253	LEFT	1327.265	LEFT	940.6403	10.9	0.3	Probable_Truth	RIGHT	RIGHT	6	643.7952	62	36:52.7
143	Computer	S200306	0.833333333	2	1	2	1	0.2	1000.000002	1000.000002	1500.000003	2350.000005	Major	Good_deeds	36	You have started a movement to support a cause	C1_36	0.95	Easy	I2_28	35	Statute of Liberty is in New York	0.944444444	No	RIGHT	88.1441	LEFT	828.102	RIGHT	1083.1025	LEFT	3704.2972	10.9	0.2	Probable_Lie	LEFT	LEFT	4	759.7348483	63	37:17.6
